lookup_name,lookup_name_norm,drug_category,lookup_type,match_pattern,source,nomor_registrasi,zat_aktif
LIPITOR,LIPITOR,statin,product,ATORVASTATIN,curated_rule,DKI1790700217D1 | DKI2590702217A1 | DKI2590702217B1 | DKI2590702217C1 | DKI2590702217D1 | DKI9790700217A1 | DKI9790700217B1 | DKI9790700217C1,ATORVASTATIN CALCIUM
LISFEN 500,LISFEN 500,nsaid,product,MEFENAMIC,curated_rule,DKL9917108504A1,MEFENAMIC ACID
LISINOPRIL,LISINOPRIL,ace_arb,active_alias,LISINOPRIL,curated_rule,,LISINOPRIL
LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,ace_arb,product,LISINOPRIL,curated_rule,GKL1233526410A1 | GKL1233526410B1 | GKL2002363610A1 | GKL2002363610B1 | GKL2144403210A1 | GKL2144403210B1,LISINOPRIL DIHYDRATE
LITORCOM 10,LITORCOM 10,statin,product,ATORVASTATIN,curated_rule,DKL1004132109A1,ATORVASTATIN CALCIUM | ATORVASTATIN CALCIUM TRIHYDRATE
LITORCOM 20,LITORCOM 20,statin,product,ATORVASTATIN,curated_rule,DKL1004132109B1,ATORVASTATIN CALCIUM | ATORVASTATIN CALCIUM TRIHYDRATE
LITORCOM 40,LITORCOM 40,statin,product,ATORVASTATIN,curated_rule,DKL1004132109C1,ATORVASTATIN CALCIUM | ATORVASTATIN CALCIUM TRIHYDRATE
LIVASK,LIVASK,ccb,product,AMLODIPINE,curated_rule,DKL2017114510A1 | DKL2017114510B1,AMLODIPINE BESILATE
LIVATOR 20,LIVATOR 20,statin,product,ATORVASTATIN,curated_rule,DKL2021028309A1,ATORVASTATIN CALCIUM TRIHYDRATE
LODIPAS 10,LODIPAS 10,ccb,product,AMLODIPINE,curated_rule,DKL1021016510B1,AMLODIPINE BESILATE
LODIPAS 5,LODIPAS 5,ccb,product,AMLODIPINE,curated_rule,DKL1021016510A1,AMLODIPINE BESILATE
LOSARTAN,LOSARTAN,ace_arb,active_alias,LOSARTAN,curated_rule,,LOSARTAN
LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,ace_arb,product,LOSARTAN,curated_rule,GKL0808515209A1,LOSARTAN POTASSIUM
LOVASK,LOVASK,ccb,product,AMLODIPINE,curated_rule,DKL0702339510A1 | DKL0702339510A2 | DKL0702339510B1 | DKL0702339510B2,AMLODIPINE BESILATE
LOVENOX,LOVENOX,antikoagulan,product,ENOXAPARIN,curated_rule,DKI0185600143A1,ENOXAPARIN SODIUM
LOVEQUIN,LOVEQUIN,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL2344407417A1,LEVOFLOXACIN HEMIHYDRATE
LOWTENS,LOWTENS,ccb,product,AMLODIPINE,curated_rule,DKL1526010804A1 | DKL1526010810A1,AMLODIPINE BESILATE
LOXICOX,LOXICOX,nsaid,product,MELOXICAM,curated_rule,DKL1834012310A1 | DKL1834012310B1,MELOXICAM
LOXIL 15,LOXIL 15,nsaid,product,MELOXICAM,curated_rule,DKL2535303510B1,MELOXICAM
"LOXIL 7,5",LOXIL 7 5,nsaid,product,MELOXICAM,curated_rule,DKL0535303510A1,MELOXICAM
LOXINTER,LOXINTER,antibiotik_fluorokuinolon,product,OFLOXACIN,curated_rule,LKE15176009,OFLOXACIN
LQ 500,LQ 500,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL1113706449A1,LEVOFLOXACIN HEMIHYDRATE
LQ 750,LQ 750,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL1113706449A1,LEVOFLOXACIN HEMIHYDRATE
LUPIN,LUPIN,ccb,product,AMLODIPINE,curated_rule,DKL1814108610A1,AMLODIPINE BESILATE
LYRICA,LYRICA,antikonvulsan,product,PREGABALIN,curated_rule,DKI0590700601B1 | DKI0590700601C1 | DKI0590700601E1,PREGABALIN
LYRIGAD 150,LYRIGAD 150,antikonvulsan,product,PREGABALIN,curated_rule,DKL1909324301B1,PREGABALIN
LYRIGAD 75,LYRIGAD 75,antikonvulsan,product,PREGABALIN,curated_rule,DKL1909324301A1,PREGABALIN
MAROSTAN,MAROSTAN,nsaid,product,MEFENAMIC,curated_rule,DKL2101710404A1 | DKL2101710601A1 | DKL2101710601A2,MEFENAMIC ACID
MASTATIN 10,MASTATIN 10,statin,product,SIMVASTATIN,curated_rule,DKL2121908917A1,SIMVASTATIN
MASTATIN 20,MASTATIN 20,statin,product,SIMVASTATIN,curated_rule,DKL2121908917B1,SIMVASTATIN
MATOLAC,MATOLAC,nsaid,product,KETOROLAC,curated_rule,DKL0513702943A1,KETOROLAC TROMETAMOL
MAXIFLON,MAXIFLON,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL1943003409A1,MOXIFLOXACIN HYDROCHLORIDE
MAXIGESIC IV,MAXIGESIC IV,nsaid,product,IBUPROFEN,curated_rule,DKI2262800149A1,IBUPROFEN SODIUM DIHYDRATE. PARACETAMOL
MAXSIMET,MAXSIMET,antidiabetes,product,METFORMIN | SITAGLIPTIN,curated_rule,DKL2428212209A1 | DKL2428212209B1,METFORMIN HYDROCHLORIDE | SITAGLIPTIN PHOSPHATE
MAXSTAN,MAXSTAN,nsaid,product,MEFENAMIC,curated_rule,DKL9828203509A1,MEFENAMIC ACID
MEDCOFEN,MEDCOFEN,nsaid,product,IBUPROFEN,curated_rule,DTL1809503733A1,IBUPROFEN
MEDIPROFEN,MEDIPROFEN,nsaid,product,IBUPROFEN,curated_rule,DKL1940101317A1,IBUPROFEN
MEDVAST,MEDVAST,statin,product,ROSUVASTATIN,curated_rule,DKL2533219717A1 | DKL2533219717B1,ROSUVASTATIN CALCIUM
MEFENAMIC,MEFENAMIC,nsaid,active_alias,MEFENAMIC,curated_rule,,MEFENAMIC
MEFENAMIC ACID,MEFENAMIC ACID,nsaid,product,MEFENAMIC,curated_rule,GKL0101704501A1 | GKL0101704704A1 | GKL0202332404A1 | GKL0433204609A1 | GKL0506504004A1 | GKL0734007609A1 | GKL1231904609A1 | GKL1308517404A1 | GKL1316911109A2 | GKL1401803609A1 | GKL1416702909A1 | GKL1628913604A1 | GKL1633313009A2 | GKL1704133809A1 | GKL1815207609A1 | GKL1910907004A1 | GKL2025906504A1 | GKL2101710901A2 | GKL2116009804A1 | GKL2127509104A1 | GKL2225806104A1 | GKL2315635310A1 | GKL2444407917A1 | GKL2523412904A1 | GKL2538602109A1 | GKL2558402210A1 | GKL9420917504A1 | GKL9605019809A2 | GKL9706310309A1 | GKL9807104809A1 | GKL9817104104A1,MEFENAMIC ACID
MEFENTAN,MEFENTAN,nsaid,product,MEFENAMIC,curated_rule,DKL9111614404A1,MEFENAMIC ACID
MEFINAL 250,MEFINAL 250,nsaid,product,MEFENAMIC,curated_rule,DKL8122200401A1,MEFENAMIC ACID
MEFINAL 500,MEFINAL 500,nsaid,product,MEFENAMIC,curated_rule,DKL8322200409A1,MEFENAMIC ACID
MEFINTER,MEFINTER,nsaid,product,MEFENAMIC,curated_rule,DKL8517602009A1,MEFENAMIC ACID
MEFINTER 500,MEFINTER 500,nsaid,product,MEFENAMIC,curated_rule,DKL8517602009A1,MEFENAMIC ACID
MEFIX 500,MEFIX 500,nsaid,product,MEFENAMIC,curated_rule,DKL8715606210A1,MEFENAMIC ACID
MEFLAM 15,MEFLAM 15,nsaid,product,MELOXICAM,curated_rule,DKL0813704210B1,MELOXICAM
"MEFLAM 7,5",MEFLAM 7 5,nsaid,product,MELOXICAM,curated_rule,DKL0813704210A1,MELOXICAM
MEFLOSIN,MEFLOSIN,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL9516106909A1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
MEGACYCLINE,MEGACYCLINE,antibiotik_tetrasiklin,product,TETRACYCLINE,curated_rule,DKL7215206201A1,TETRACYCLINE HYDROCHLORIDE
MEGATIC,MEGATIC,nsaid,product,DICLOFENAC,curated_rule,DKL9609206815B2 | DTL1009220628A1,DICLOFENAC DIETHYLAMINE | DICLOFENAC SODIUM
MELFION,MELFION,nsaid,product,MELOXICAM,curated_rule,DKL1840811510A1,MELOXICAM
MELICAM,MELICAM,nsaid,product,MELOXICAM,curated_rule,DKL0807117610A1 | DKL0807117610B1,MELOXICAM
MELOPAIN 15,MELOPAIN 15,nsaid,product,MELOXICAM,curated_rule,LKE16209007,MELOXICAM
MELOVIX,MELOVIX,nsaid,product,MELOXICAM,curated_rule,DKL1806509910A1,MELOXICAM
MELOXICAM,MELOXICAM,nsaid,active_alias,MELOXICAM,curated_rule,,MELOXICAM
MELOXICAM,MELOXICAM,nsaid,product,MELOXICAM,curated_rule,GKL0105030510A1 | GKL0105030510B1 | GKL0402336810A1 | GKL0402336810B1 | GKL0533513610A1 | GKL0533513610B1 | GKL0614911310A1 | GKL0614911310B1 | GKL0807117510A1 | GKL0807117510B1 | GKL1006413910A1 | GKL1126010504A1 | GKL1208517310A1 | GKL1208517310B1 | GKL1213706910A1 | GKL1213706910B1 | GKL1616703810A1 | GKL1716706410A1 | GKL1718829110A1 | GKL1718829110B1 | GKL1834012410A1 | GKL1834012410B1 | GKL1840811310A1 | GKL1840811310B1 | GKL1843001210A1 | GKL1843001210B1 | GKL1925905310A1 | GKL1925905310B1 | GKL1933216210A1 | GKL2017114210A1 | GKL2040406110A1 | GKL2040406110B1 | GKL2144402710A1 | GKL2410403410A1 | GKL2410403410B1 | GKL2540505510A1 | GKL2658403110A1 | GKL2658403110B1,MELOXICAM
MELOXIN 15,MELOXIN 15,nsaid,product,MELOXICAM,curated_rule,DKL0317620210B1,MELOXICAM
"MELOXIN 7,5",MELOXIN 7 5,nsaid,product,MELOXICAM,curated_rule,DKL0317620210A1,MELOXICAM
MENIN,MENIN,nsaid,product,MEFENAMIC,curated_rule,DKL2140406309A1,MEFENAMIC ACID
MENSIPOX,MENSIPOX,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL9615609017A1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
MEPROXIB 120,MEPROXIB 120,nsaid,product,ETORICOXIB,curated_rule,DKL2415635517C1,ETORICOXIB
MEPROXIB 60,MEPROXIB 60,nsaid,product,ETORICOXIB,curated_rule,DKL2415635517A1,ETORICOXIB
MEPROXIB 90,MEPROXIB 90,nsaid,product,ETORICOXIB,curated_rule,DKL2415635517B1,ETORICOXIB
MERFLAM,MERFLAM,nsaid,product,DICLOFENAC,curated_rule,DKL9933301117A1,DICLOFENAC POTASSIUM
MESADEN,MESADEN,nsaid,product,PIROXICAM,curated_rule,DKL1915208410A1 | DTL2615209028A1,PIROXICAM
METAVOX XR 500,METAVOX XR 500,antidiabetes,product,METFORMIN,curated_rule,DKL2517634214B1,METFORMIN HYDROCHLORIDE
METAVOX XR 750,METAVOX XR 750,antidiabetes,product,METFORMIN,curated_rule,DKL2517634206A1,METFORMIN HYDROCHLORIDE
METFORMIN,METFORMIN,antidiabetes,active_alias,METFORMIN,curated_rule,,METFORMIN
METFORMIN HCL,METFORMIN HCL,antidiabetes,product,METFORMIN,curated_rule,GKL0608513110A1 | GKL0802340617A1 | GKL0802340709A1 | GKL1522723709A1 | GKL1522723709B1 | GKL2221029006A1 | GKL9805024917A1,METFORMIN HCL GRANULES DC 95 | METFORMIN HYDROCHLORIDE
METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,product,METFORMIN,curated_rule,GKL1933216106A1 | GKL1933216106B1 | GKL2244405817A1 | GKL2517635214A1 | GKL2534016917A1,METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE DC GRANULES 90
METHIMAZOLE,METHIMAZOLE,tiroid,active_alias,METHIMAZOLE,curated_rule,,METHIMAZOLE
METHOTREXATE,METHOTREXATE,imunosupresan,active_alias,METHOTREXATE,curated_rule,,METHOTREXATE
METHOTREXATE,METHOTREXATE,imunosupresan,product,METHOTREXATE,curated_rule,GKL1322252243A1 | GKL1504428843A1 | GKL1943901843A1 | GKL2044300743A1,METHOTREXATE
METILEV,METILEV,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL1039200617A1,LEVOFLOXACIN HEMIHYDRATE
METOJECT,METOJECT,imunosupresan,product,METHOTREXATE,curated_rule,DKI2030600643A1,METHOTREXATE
METSIT,METSIT,antidiabetes,product,METFORMIN | SITAGLIPTIN,curated_rule,DKL2413326009A1 | DKL2413326009B1,METFORMIN HYDROCHLORIDE | SITAGLIPTIN PHOSPHATE MONOHYDRATE
MEVACHOL,MEVACHOL,statin,product,PRAVASTATIN,curated_rule,DKL0415618010A1,PRAVASTATIN SODIUM
MEVILOX,MEVILOX,nsaid,product,MELOXICAM,curated_rule,DKL0402336310A2 | DKL0402336310B2,MELOXICAM
MEXPHARM,MEXPHARM,nsaid,product,MELOXICAM,curated_rule,DKL0104418510A1,MELOXICAM
MEZAC-50,MEZAC 50,nsaid,product,DICLOFENAC,curated_rule,DKL1915629817A1,DICLOFENAC POTASSIUM
MICARDIS,MICARDIS,ace_arb,product,TELMISARTAN,curated_rule,DKI2055200210A1 | DKI2055200210B1 | DKI2355200310A1 | DKI2355200310B1,TELMISARTAN
MICARDIS PLUS,MICARDIS PLUS,ace_arb,product,TELMISARTAN,curated_rule,DKI2055200110A1 | DKI2055200110B1 | DKI2455200410A1 | DKI2455200410B1,TELMISARTAN | TELMISARTAN. HYDROCHLOROTHIAZIDE
MIFLOKSAN,MIFLOKSAN,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL2522265146A1,MOXIFLOXACIN HYDROCHLORIDE
MIGRATOP,MIGRATOP,antikonvulsan,product,TOPIRAMATE,curated_rule,DKL1833541417A1 | DKL1833541417B1,TOPIRAMATE
MIKOFENOLAT,MIKOFENOLAT,imunosupresan,active_alias,MIKOFENOLAT,curated_rule,,MIKOFENOLAT
MINIASPI 100,MINIASPI 100,nsaid,product,ACETYLSALICYLIC,curated_rule,DKL2433318215A1,ACETYLSALICYLIC ACID
MINIASPI 80,MINIASPI 80,nsaid,product,ACETYLSALICYLIC,curated_rule,DKL2433318215B1,ACETYLSALICYLIC ACID
MINOCYCLINE,MINOCYCLINE,antibiotik_tetrasiklin,active_alias,MINOCYCLINE,curated_rule,,MINOCYCLINE
MIRACLOVEN,MIRACLOVEN,nsaid,product,DICLOFENAC,curated_rule,DKL1523413517A1,DICLOFENAC POTASSIUM
MIRADENE,MIRADENE,nsaid,product,PIROXICAM,curated_rule,DKL9323403201A1,PIROXICAM
MIRAFLOX 500,MIRAFLOX 500,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL9323403409A1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
MIRASIC PLUS,MIRASIC PLUS,xantin,product,CAFFEINE,curated_rule,DBL0723410204A1,CAFFEINE
MIXALGIN,MIXALGIN,xantin,product,CAFFEINE,curated_rule,DKL8506302509A1,METAMIZOLE SODIUM. THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN. CAFFEINE
MOCLOBEMIDE,MOCLOBEMIDE,maoi,active_alias,MOCLOBEMIDE,curated_rule,,MOCLOBEMIDE
MOFEN,MOFEN,nsaid,product,IBUPROFEN,curated_rule,DTL0706413236A1 | DTL0706413333A1,IBUPROFEN
MOFEN 200,MOFEN 200,nsaid,product,IBUPROFEN,curated_rule,DTL9506410617A1 | DTL9506410617A2,IBUPROFEN
MOFEN 400,MOFEN 400,nsaid,product,IBUPROFEN,curated_rule,DKL2006420704A1,IBUPROFEN
MOLAFLOX,MOLAFLOX,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL2330914749A1 | DKL2530915117A1,LEVOFLOXACIN HEMIHYDRATE
MOLASIC,MOLASIC,nsaid,product,MEFENAMIC,curated_rule,DKL9630903909A1,MEFENAMIC ACID
MOLCIN,MOLCIN,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL1434611449A1 | DKL1634606009A1 | DKL1934614746A1,MOXIFLOXACIN HYDROCHLORIDE
MOVIBET,MOVIBET,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL1713712649A1,MOXIFLOXACIN HYDROCHLORIDE
MOVIX-15,MOVIX 15,nsaid,product,MELOXICAM,curated_rule,DKL0413312510B2,MELOXICAM
MOVIX-7.5,MOVIX 7 5,nsaid,product,MELOXICAM,curated_rule,DKL0413312510A2,MELOXICAM
MOXAM,MOXAM,nsaid,product,MELOXICAM,curated_rule,DKL1840403010B1,MELOXICAM
MOXIBAT,MOXIBAT,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL1817627409A1,MOXIFLOXACIN HYDROCHLORIDE
MOXIC,MOXIC,nsaid,product,MELOXICAM,curated_rule,DKL1718829210A1,MELOXICAM
MOXIC FORTE,MOXIC FORTE,nsaid,product,MELOXICAM,curated_rule,DKL1718829210B1,MELOXICAM
MOXICIN,MOXICIN,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL1943500217A1,MOXIFLOXACIN HYDROCHLORIDE
MOXIDROP,MOXIDROP,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKI2206100246A1,MOXIFLOXACIN HYDROCHLORIDE
MOXIFLOXACIN,MOXIFLOXACIN,antibiotik_fluorokuinolon,active_alias,MOXIFLOXACIN,curated_rule,,MOXIFLOXACIN
MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,GKL1405049449A1 | GKL1502350349A1 | GKL1631538549A1 | GKL1713712549A1 | GKL1740810209A1 | GKL1934614646A1 | GKL1943002709A1 | GKL1943500117A1 | GKL2244405717A1 | GKL2435312909A1,MOXIFLOXACIN HYDROCHLORIDE
MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,GKL1702355209A1 | GKL1839203917A1 | GKL1904528149A1 | GKL1933545149A1 | GKL1933545209A1 | GKL2219935209A1 | GKL2303817246A1 | GKL2309504809A1 | GKL2506324446A1 | GKL2540312749A1 | GKL2640818149A1,MOXIFLOXACIN HYDROCHLORIDE
MOXIMED,MOXIMED,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL1439202817A1,MOXIFLOXACIN HYDROCHLORIDE
MOXIMOX,MOXIMOX,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL2309504709A1,MOXIFLOXACIN HYDROCHLORIDE
MOXIVAR,MOXIVAR,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL1904528049A1,MOXIFLOXACIN HYDROCHLORIDE
MOXIVID,MOXIVID,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL1502350249A1 | DKL1702355109A1,MOXIFLOXACIN HYDROCHLORIDE
MOXOS,MOXOS,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL2419935709A1,MOXIFLOXACIN HYDROCHLORIDE
MYCOPHEN 360,MYCOPHEN 360,imunosupresan,product,MYCOPHENOLATE,curated_rule,DKI2055900215B1,MYCOPHENOLATE SODIUM
MYCOPHENOLATE,MYCOPHENOLATE,imunosupresan,active_alias,MYCOPHENOLATE,curated_rule,,MYCOPHENOLATE
MYFORTIC,MYFORTIC,imunosupresan,product,MYCOPHENOLATE,curated_rule,DKI2121001315A1 | DKI2121001315B1,MYCOPHENOLATE SODIUM
MYREPT,MYREPT,imunosupresan,product,MYCOPHENOLATE,curated_rule,DKI2584401309A1,MYCOPHENOLATE MOFETIL
NABUMETONE,NABUMETONE,nsaid,active_alias,NABUMETONE,curated_rule,,NABUMETONE
NACOFLAR,NACOFLAR,nsaid,product,DICLOFENAC,curated_rule,DKL2519936138A1,DICLOFENAC POTASSIUM
NAPROXEN,NAPROXEN,nsaid,active_alias,NAPROXEN,curated_rule,,NAPROXEN
NAPROXEN,NAPROXEN,nsaid,product,NAPROXEN,curated_rule,LKE20055136,NAPROXEN SODIUM
NASPRO,NASPRO,nsaid,product,ACETYLSALICYLIC,curated_rule,DBL9117801110A1,ACETYLSALICYLIC ACID
NATEXAM,NATEXAM,ccb,product,AMLODIPINE,curated_rule,DKI1768601614A1 | DKI1768601614B1,INDAPAMIDE. AMLODIPINE BESILATE
NAZOVEL,NAZOVEL,nsaid,product,KETOPROFEN,curated_rule,DKL0333508553A1,KETOPROFEN
NEMIC 500,NEMIC 500,nsaid,product,MEFENAMIC,curated_rule,DKL2025906404A1,MEFENAMIC ACID
NEO LEVO,NEO LEVO,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL1740000846A1,LEVOFLOXACIN HEMIHYDRATE
NEO LINUCID,NEO LINUCID,nsaid,product,IBUPROFEN,curated_rule,DTL1809610433A1,IBUPROFEN
NEO NAPACIN,NEO NAPACIN,xantin,product,THEOPHYLLINE,curated_rule,DTL2313029410A1,THEOPHYLLINE
NEO REMAT,NEO REMAT,nsaid,product,IBUPROFEN,curated_rule,DTL8606302804A1,IBUPROFEN. PARACETAMOL
NEO RHEUMACYL,NEO RHEUMACYL,nsaid,product,IBUPROFEN,curated_rule,DTL1122702410B1,IBUPROFEN
NEO RHEUMACYL 350,NEO RHEUMACYL 350,nsaid,product,IBUPROFEN,curated_rule,DTL2022727710A1,IBUPROFEN | PARACETAMOL. IBUPROFEN
NEO RHEUMACYL ANTI INFLAMMATION IBP,NEO RHEUMACYL ANTI INFLAMMATION IBP,nsaid,product,IBUPROFEN,curated_rule,DTL2122728728A1,IBUPROFEN
NEO RHEUMACYL NEURO,NEO RHEUMACYL NEURO,nsaid,product,IBUPROFEN,curated_rule,DTL0322717909A1,IBUPROFEN
NEPATIC,NEPATIC,antikonvulsan,product,GABAPENTIN,curated_rule,DKL0504424301A1,GABAPENTIN
NEUFAR,NEUFAR,antikonvulsan,product,PREGABALIN,curated_rule,DKL1831541101A1,PREGABALIN
NEURALGIN RX,NEURALGIN RX,xantin,product,CAFFEINE,curated_rule,DKL2511648309A1,CAFFEINE
NEUROFENAC PLUS,NEUROFENAC PLUS,nsaid,product,DICLOFENAC,curated_rule,DKL0615807815A1,DICLOFENAC SODIUM
NEURONTIN,NEURONTIN,antikonvulsan,product,GABAPENTIN,curated_rule,DKI9590700101B1,GABAPENTIN
NEUROPENTIN,NEUROPENTIN,antikonvulsan,product,GABAPENTIN,curated_rule,DKL2522730401A1,GABAPENTIN
NEUROSANTIN,NEUROSANTIN,antikonvulsan,product,GABAPENTIN,curated_rule,DKL1822253701A1,GABAPENTIN
NEVALIN,NEVALIN,antikonvulsan,product,PREGABALIN,curated_rule,DKL1912430701A1 | DKL1912430701B1,PREGABALIN
NEVOX XR,NEVOX XR,antidiabetes,product,METFORMIN,curated_rule,DKL0711637914A1 | DKL2211647406A1,METFORMIN HYDROCHLORIDE
NICHOFLAM,NICHOFLAM,nsaid,product,DICLOFENAC,curated_rule,DKL9617807117A1,DICLOFENAC POTASSIUM
NICHOSTAN 500,NICHOSTAN 500,nsaid,product,MEFENAMIC,curated_rule,DKL9217802709A1,MEFENAMIC ACID
NIFEDIPINE,NIFEDIPINE,ccb,active_alias,NIFEDIPINE,curated_rule,,NIFEDIPINE
NIFEDIPINE,NIFEDIPINE,ccb,product,NIFEDIPINE,curated_rule,GKL9005008117A1,NIFEDIPINE
NIFTEN,NIFTEN,ccb,product,NIFEDIPINE,curated_rule,DKI1435301001A1,NIFEDIPINE. ATENOLOL
NILAREN 50,NILAREN 50,nsaid,product,DICLOFENAC,curated_rule,DKL9117801715A1,DICLOFENAC SODIUM
NISLEV,NISLEV,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0221627017B1 | DKL0621632349A1,LEVOFLOXACIN HEMIHYDRATE
NISTROL,NISTROL,statin,product,ROSUVASTATIN,curated_rule,DKL1633535517A1 | DKL1633535517B1 | DKL1633535517C1,ROSUVASTATIN CALCIUM
NISTROL EKSPOR,NISTROL EKSPOR,statin,product,ROSUVASTATIN,curated_rule,LKE25335022,ROSUVASTATIN CALCIUM
NITRASMA,NITRASMA,xantin,product,THEOPHYLLINE,curated_rule,DTL1913027010A1,THEOPHYLLINE
NOLEPTIC,NOLEPTIC,antikonvulsan,product,PREGABALIN,curated_rule,DKL2019934401A1,PREGABALIN
NOMATHIC,NOMATHIC,antikonvulsan,product,PREGABALIN,curated_rule,DKL1704526201A1 | DKL1704526201B1,PREGABALIN
NOMIKA 100,NOMIKA 100,antibiotik_tetrasiklin,product,MINOCYCLINE,curated_rule,DKL9409309601B1,MINOCYCLINE HYDROCHLORIDE
NONCORT,NONCORT,nsaid,product,DICLOFENAC,curated_rule,DKL0203809046A1,DICLOFENAC SODIUM
NOPRIL,NOPRIL,ace_arb,product,LISINOPRIL,curated_rule,DKL2544410810A1 | DKL2544410810B1,LISINOPRIL DIHYDRATE
NORFLOXACIN,NORFLOXACIN,antibiotik_fluorokuinolon,active_alias,NORFLOXACIN,curated_rule,,NORFLOXACIN
NORIZEC,NORIZEC,antidiabetes,product,GLIMEPIRIDE,curated_rule,LKE18045034,GLIMEPIRIDE
NORIZEC 1,NORIZEC 1,antidiabetes,product,GLIMEPIRIDE,curated_rule,LKE15045015,GLIMEPIRIDE
NORIZEC 2,NORIZEC 2,antidiabetes,product,GLIMEPIRIDE,curated_rule,LKE20045035,GLIMEPIRIDE
NORMETEC,NORMETEC,ace_arb,product,OLMESARTAN,curated_rule,DKI1890701617A1 | DKI1890701617B1 | DKI1890701617C1,AMLODIPINE BESILATE. OLMESARTAN MEDOXOMIL | OLMESARTAN MEDOXOMIL | OLMESARTAN MEDOXOMIL. AMLODIPINE BESILATE
NORMETEC,NORMETEC,ccb,product,AMLODIPINE,curated_rule,DKI1890701617A1 | DKI1890701617B1 | DKI1890701617C1,AMLODIPINE BESILATE | AMLODIPINE BESILATE. OLMESARTAN MEDOXOMIL | OLMESARTAN MEDOXOMIL. AMLODIPINE BESILATE
NORSI 10,NORSI 10,ccb,product,AMLODIPINE,curated_rule,DKL2233317710B1,AMLODIPINE BESILATE
NORSI 5,NORSI 5,ccb,product,AMLODIPINE,curated_rule,DKL2233317710A1,AMLODIPINE BESILATE
NORVASK,NORVASK,ccb,product,AMLODIPINE,curated_rule,DKL2541501410A1 | DKL2541501410B1 | DKL9219803410A1 | DKL9619803410B1,AMLODIPINE BESILATE
NOSPIRINAL,NOSPIRINAL,nsaid,product,ACETYLSALICYLIC,curated_rule,DKL0333508315A1,ACETYLSALICYLIC ACID
NOSTROK 10,NOSTROK 10,antikoagulan,product,RIVAROXABAN,curated_rule,DKL1931542817A1,RIVAROXABAN
NOSTROK 15,NOSTROK 15,antikoagulan,product,RIVAROXABAN,curated_rule,DKL1931542817B1,RIVAROXABAN
NOSTROK 20,NOSTROK 20,antikoagulan,product,RIVAROXABAN,curated_rule,DKL1931542817C1,RIVAROXABAN
NOTEROL 10,NOTEROL 10,statin,product,ROSUVASTATIN,curated_rule,DKL2513031717A1,ROSUVASTATIN CALCIUM
NOTISIL 2,NOTISIL 2,antikoagulan,product,WARFARIN,curated_rule,DKL1333529710B1,WARFARIN SODIUM CLATHRATE
NOTISIL 5,NOTISIL 5,antikoagulan,product,WARFARIN,curated_rule,DKL1333529710A1,WARFARIN SODIUM CLATHRATE
NOVABIOTIC,NOVABIOTIC,antibiotik_tetrasiklin,product,TETRACYCLINE,curated_rule,DKL0234000601B1,TETRACYCLINE HYDROCHLORIDE
NOVABIOTIC 250,NOVABIOTIC 250,antibiotik_tetrasiklin,product,TETRACYCLINE,curated_rule,DKL0234000601A1,TETRACYCLINE HYDROCHLORIDE
