Nomor Registrasi,Nama Produk,product_name_norm,Zat_Aktif,zat_aktif_norm,reason
DTL9815611937A1,EFLIN,EFLIN,PSEUDOEPHEDRINE HYDROCHLORIDE. TRIPROLIDINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE TRIPROLIDINE HYDROCHLORIDE,no_curated_drug_category_match
DKL9915613744B1,EFOTAX,EFOTAX,CEFOTAXIME SODIUM,CEFOTAXIME SODIUM,no_curated_drug_category_match
DKL1704429743A1,EFRALA,EFRALA,NOREPINEPHRINE BITARTRATE MONOHYDRATE,NOREPINEPHRINE BITARTRATE MONOHYDRATE,no_curated_drug_category_match
DBL8500900337A1,EKACETOL,EKACETOL,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DBL9400912504A1,EKACETOL 500,EKACETOL 500,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DBL2000916504A1,EKACETOL FORTE,EKACETOL FORTE,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DKI1845300349A1,ELAPRASE,ELAPRASE,IDURSULFASE,IDURSULFASE,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,ASCORBIC ACID,ASCORBIC ACID,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,BIOTIN,BIOTIN,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,CALCIUM HYDROGEN PHOSPATE,CALCIUM HYDROGEN PHOSPATE,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,CALCIUM PANTOTHENATE,CALCIUM PANTOTHENATE,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,CHOLECALCIFEROL,CHOLECALCIFEROL,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,COPPER SULFATE,COPPER SULFATE,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,CYANOCOBALAMIN,CYANOCOBALAMIN,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,DL-ALFA TOCOFEROL,DL ALFA TOCOFEROL,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,FERROUS BISGLYCINATE,FERROUS BISGLYCINATE,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,FOLIC ACID,FOLIC ACID,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,LEVOMEFOLATE CALCIUM,LEVOMEFOLATE CALCIUM,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,MAGNESIUM OXIDE HEAVY,MAGNESIUM OXIDE HEAVY,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,MANGANESE SULFATE,MANGANESE SULFATE,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,NICOTINAMIDE,NICOTINAMIDE,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,POTASSIUM IODIDE,POTASSIUM IODIDE,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,RIBOFLAVIN,RIBOFLAVIN,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,SODIUM SELENITE,SODIUM SELENITE,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,THIAMINE MONONITRATE,THIAMINE MONONITRATE,no_curated_drug_category_match
DBL2302009917A1,ELEVIT,ELEVIT,ZINC CITRATE TRIHYDRATE,ZINC CITRATE TRIHYDRATE,no_curated_drug_category_match
LKE12020010,ELEVIT 516,ELEVIT 516,POTASSIUM IODIDE. CHOLECALCIFEROL. RIBOFLAVIN. NICOTINAMIDE. CALCIUM PANTOTHENATE. BIOTIN. CYANOCOBALAMIN. ASCORBIC ACID. DL-ALFA TOCOFEROL. CALCIUM PANTOTHENATE. COPPER SULFATE. MAGNESIUM OXIDE HEAVY. MANGANESE SULFATE. SODIUM SELENITE. ZINC CITRATE TRIH,POTASSIUM IODIDE CHOLECALCIFEROL RIBOFLAVIN NICOTINAMIDE CALCIUM PANTOTHENATE BIOTIN CYANOCOBALAMIN ASCORBIC ACID DL ALFA TOCOFEROL CALCIUM PANTOTHENATE COPPER SULFATE MAGNESIUM OXIDE HEAVY MANGANESE SULFATE SODIUM SELENITE ZINC CITRATE TRIH,no_curated_drug_category_match
DPL1943003310A1,ELGRAN-1,ELGRAN 1,ESTAZOLAM,ESTAZOLAM,no_curated_drug_category_match
DPL1943003310B1,ELGRAN-2,ELGRAN 2,ESTAZOLAM,ESTAZOLAM,no_curated_drug_category_match
DKI1644000129A1,ELIDEL,ELIDEL,PIMECROLIMUS,PIMECROLIMUS,no_curated_drug_category_match
DKI1520100544B1,ELIGARD,ELIGARD,LEUPRORELIN ACETATE,LEUPRORELIN ACETATE,no_curated_drug_category_match
DKI2265000144A1,ELIGARD,ELIGARD,LEUPRORELIN ACETATE,LEUPRORELIN ACETATE,no_curated_drug_category_match
DKI2265000144B1,ELIGARD,ELIGARD,LEUPRORELIN ACETATE,LEUPRORELIN ACETATE,no_curated_drug_category_match
DKI2265000144C1,ELIGARD,ELIGARD,LEUPRORELIN ACETATE,LEUPRORELIN ACETATE,no_curated_drug_category_match
DKL0433305801A1,ELIZAC 20,ELIZAC 20,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,no_curated_drug_category_match
DKL9206604029A1,ELOCON,ELOCON,MOMETASONE FUROATE,MOMETASONE FUROATE,no_curated_drug_category_match
DKL9406603930A1,ELOCON,ELOCON,MOMETASONE FUROATE,MOMETASONE FUROATE,no_curated_drug_category_match
LKE13066121,ELOCON,ELOCON,MOMETASONE FUROATE,MOMETASONE FUROATE,no_curated_drug_category_match
DKL2200917029A1,ELOFA,ELOFA,MOMETASONE FUROATE,MOMETASONE FUROATE,no_curated_drug_category_match
DKL2015631929A1,ELOMEP,ELOMEP,MOMETASONE FUROATE,MOMETASONE FUROATE,no_curated_drug_category_match
DKL1109221929A1,ELOMOX,ELOMOX,MOMETASONE FUROATE,MOMETASONE FUROATE,no_curated_drug_category_match
DKI2518606017A1,ELOPAG,ELOPAG,ELTROMBOPAG OLAMINE,ELTROMBOPAG OLAMINE,no_curated_drug_category_match
DKI2518606017B1,ELOPAG,ELOPAG,ELTROMBOPAG OLAMINE,ELTROMBOPAG OLAMINE,no_curated_drug_category_match
DKI2518606017C1,ELOPAG,ELOPAG,ELTROMBOPAG OLAMINE,ELTROMBOPAG OLAMINE,no_curated_drug_category_match
DKL0535800129A1,ELOPRO,ELOPRO,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,no_curated_drug_category_match
DKL0535800230A1,ELOPRO,ELOPRO,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,no_curated_drug_category_match
DKL0535800328A1,ELOPRO,ELOPRO,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,no_curated_drug_category_match
DKL1235804441A1,ELOPRO,ELOPRO,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,no_curated_drug_category_match
DKL9508004129A1,ELOX,ELOX,MOMETASONE FUROATE,MOMETASONE FUROATE,no_curated_drug_category_match
DKI1359202649A1,ELOXATIN,ELOXATIN,OXALIPLATIN,OXALIPLATIN,no_curated_drug_category_match
DKL2408028217A1,ELP,ELP,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,no_curated_drug_category_match
DKL9731514144B1,ELPICEF 1,ELPICEF 1,CEFTRIAXONE SODIUM,CEFTRIAXONE SODIUM,no_curated_drug_category_match
DTL9509204804A1,ELSIRON,ELSIRON,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL9509204804A1,ELSIRON,ELSIRON,GUAIFENESIN,GUAIFENESIN,no_curated_drug_category_match
DTL9509204804A1,ELSIRON,ELSIRON,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DTL9509204804A1,ELSIRON,ELSIRON,PARACETAMOL. CHLORPHENAMINE MALEATE. GUAIFENESIN. PHENYLPROPANOLAMINE HYDROCHLORIDE,PARACETAMOL CHLORPHENAMINE MALEATE GUAIFENESIN PHENYLPROPANOLAMINE HYDROCHLORIDE,no_curated_drug_category_match
DTL9509204804A1,ELSIRON,ELSIRON,PHENYLPROPANOLAMINE HYDROCHLORIDE,PHENYLPROPANOLAMINE HYDROCHLORIDE,no_curated_drug_category_match
DKL2506324037A1,ELTAMINE,ELTAMINE,BETAMETHASONE,BETAMETHASONE,no_curated_drug_category_match
DKL2506324037A1,ELTAMINE,ELTAMINE,DEXCHLORPHENIRAMINE MALEATE,DEXCHLORPHENIRAMINE MALEATE,no_curated_drug_category_match
DKL0409214604A1,ELTAZON,ELTAZON,PREDNISONE,PREDNISONE,no_curated_drug_category_match
DKL2143502117A1,ELTVIR,ELTVIR,EFAVIRENZ. LAMIVUDINE. TENOFOVIR DISOPROXIL FUMARATE,EFAVIRENZ LAMIVUDINE TENOFOVIR DISOPROXIL FUMARATE,no_curated_drug_category_match
DKI2218604417A1,ELTVIR-S,ELTVIR S,EFAVIRENZ. LAMIVUDINE. TENOFOVIR DISOPROXIL FUMARATE,EFAVIRENZ LAMIVUDINE TENOFOVIR DISOPROXIL FUMARATE,no_curated_drug_category_match
DKL1521644917A1,ELXION,ELXION,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,no_curated_drug_category_match
DKL2533319309A1,ELXSI 10,ELXSI 10,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,no_curated_drug_category_match
DKL2533319309B1,ELXSI 20,ELXSI 20,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,no_curated_drug_category_match
DKL2018605417A1,ELZSA,ELZSA,CYPROTERONE ACETATE,CYPROTERONE ACETATE,no_curated_drug_category_match
DKL2018605417A1,ELZSA,ELZSA,ETHINYLESTRADIOL,ETHINYLESTRADIOL,no_curated_drug_category_match
DKL2018605417A1,ELZSA,ELZSA,ETHINYLESTRADIOL. CYPROTERONE ACETATE,ETHINYLESTRADIOL CYPROTERONE ACETATE,no_curated_drug_category_match
DKL1611644843A1,EMEGRAN,EMEGRAN,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,no_curated_drug_category_match
LKE13066104,EMEND,EMEND,APREPITANT,APREPITANT,no_curated_drug_category_match
LKE13066106,EMEND,EMEND,APREPITANT,APREPITANT,no_curated_drug_category_match
LKE13066107,EMEND TRIFOLD,EMEND TRIFOLD,APREPITANT. APREPITANT,APREPITANT APREPITANT,no_curated_drug_category_match
DKL1941002117A1,EMETON,EMETON,DOMPERIDONE MALEATE,DOMPERIDONE MALEATE,no_curated_drug_category_match
DTL9907112304A1,EMFLU,EMFLU,PARACETAMOL. CHLORPHENAMINE MALEATE. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLEPHRINE HYDROCHLORIDE,PARACETAMOL CHLORPHENAMINE MALEATE DEXTROMETHORPHAN HYDROBROMIDE PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
DKL0535800441A1,EMINOX,EMINOX,MINOXIDIL,MINOXIDIL,no_curated_drug_category_match
DKL2035800441B1,EMINOX,EMINOX,MINOXIDIL,MINOXIDIL,no_curated_drug_category_match
DBL1516604310A1,EMKAMOL,EMKAMOL,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DKI1909500229A1,EMLA,EMLA,LIDOCAINE,LIDOCAINE,no_curated_drug_category_match
DKI1909500229A1,EMLA,EMLA,PRILOCAINE,PRILOCAINE,no_curated_drug_category_match
DKI2537200529A1,EMLA,EMLA,LIDOCAINE,LIDOCAINE,no_curated_drug_category_match
DKI2537200529A1,EMLA,EMLA,PRILOCAINE,PRILOCAINE,no_curated_drug_category_match
DKL9016004004A1,EMMER,EMMER,METAMIZOLE SODIUM,METAMIZOLE SODIUM,no_curated_drug_category_match
DKL9016004004A1,EMMER,EMMER,METAMIZOLE SODIUM MONOHYDRATE,METAMIZOLE SODIUM MONOHYDRATE,no_curated_drug_category_match
DBL1611704010A1,EMOL OSK,EMOL OSK,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DKL1708024644A1,EMP,EMP,ESOMEPRAZOLE SODIUM STERILE LYOPHILIZED,ESOMEPRAZOLE SODIUM STERILE LYOPHILIZED,no_curated_drug_category_match
GKL2312433717A1,EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,EMTRICITABINE TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE. EMTRICITABINE,TENOFOVIR DISOPROXIL FUMARATE EMTRICITABINE,no_curated_drug_category_match
DKI2254801517A1,EMTRIVIR,EMTRIVIR,EMTRICITABINE. TENOFOVIR DISOPROXIL FUMARATE,EMTRICITABINE TENOFOVIR DISOPROXIL FUMARATE,no_curated_drug_category_match
DBL9507101404A1,EMTURNAS,EMTURNAS,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DBL9507101537A1,EMTURNAS,EMTURNAS,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DBL0007101404B1,EMTURNAS FORTE,EMTURNAS FORTE,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DKL9407909410A1,ENAKUR,ENAKUR,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE,no_curated_drug_category_match
DKL9206308130A1,ENBATIC,ENBATIC,BACITRACIN ZINC. NEOMYCIN SULFATE,BACITRACIN ZINC NEOMYCIN SULFATE,no_curated_drug_category_match
DKL9406308924A1,ENBATIC,ENBATIC,BACITRACIN ZINC. NEOMYCIN SULFATE,BACITRACIN ZINC NEOMYCIN SULFATE,no_curated_drug_category_match
DKL2606325030A1,ENBATIC L,ENBATIC L,BACITRACIN ZINC,BACITRACIN ZINC,no_curated_drug_category_match
DKL2606325030A1,ENBATIC L,ENBATIC L,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,no_curated_drug_category_match
DKL2606325030A1,ENBATIC L,ENBATIC L,NEOMYCIN SULFATE,NEOMYCIN SULFATE,no_curated_drug_category_match
DKL2606325030A1,ENBATIC L,ENBATIC L,POLYMYXIN B SULFATE,POLYMYXIN B SULFATE,no_curated_drug_category_match
DKL2006319530A1,ENBATIC PLUS,ENBATIC PLUS,BACITRACIN ZINC,BACITRACIN ZINC,no_curated_drug_category_match
DKL2006319530A1,ENBATIC PLUS,ENBATIC PLUS,NEOMYCIN SULFATE,NEOMYCIN SULFATE,no_curated_drug_category_match
DKL2006319530A1,ENBATIC PLUS,ENBATIC PLUS,NEOMYCIN SULFATE. POLYMYXIN B SULFATE. BACITRACIN ZINC,NEOMYCIN SULFATE POLYMYXIN B SULFATE BACITRACIN ZINC,no_curated_drug_category_match
DKL2006319530A1,ENBATIC PLUS,ENBATIC PLUS,POLYMYXIN B SULFATE,POLYMYXIN B SULFATE,no_curated_drug_category_match
DKI1886101743A1,ENBREL,ENBREL,ETANERCEPT,ETANERCEPT,no_curated_drug_category_match
DTL7215808633A1,ENCEPHABOL,ENCEPHABOL,PYRITINOL,PYRITINOL,no_curated_drug_category_match
DTL7215809116A1,ENCEPHABOL,ENCEPHABOL,PYRITINOL HYDROCHLORIDE,PYRITINOL HYDROCHLORIDE,no_curated_drug_category_match
DKL7615809116B1,ENCEPHABOL FORTE,ENCEPHABOL FORTE,PYRITINOL HYDROCHLORIDE,PYRITINOL HYDROCHLORIDE,no_curated_drug_category_match
DKL2517633109A1,ENCHOLEST 160,ENCHOLEST 160,FENOFIBRATE,FENOFIBRATE,no_curated_drug_category_match
DKL1412427743A1,ENDONEUROSCAN KAEF,ENDONEUROSCAN KAEF,METAIODOBENZYLGUANIDINE HEMYSULFATE. SODIUM IODIDE I 131 SOLUTION,METAIODOBENZYLGUANIDINE HEMYSULFATE SODIUM IODIDE I 131 SOLUTION,no_curated_drug_category_match
DKI2248800210A1,ENDOVELLE,ENDOVELLE,DIENOGEST,DIENOGEST,no_curated_drug_category_match
DKI1105000644A1,ENDOXAN,ENDOXAN,CYCLOPHOSPHAMIDE MONOHYDRATE,CYCLOPHOSPHAMIDE MONOHYDRATE,no_curated_drug_category_match
DKI1105000644B1,ENDOXAN,ENDOXAN,CYCLOPHOSPHAMIDE MONOHYDRATE,CYCLOPHOSPHAMIDE MONOHYDRATE,no_curated_drug_category_match
DKI1105000644C1,ENDOXAN,ENDOXAN,CYCLOPHOSPHAMIDE MONOHYDRATE,CYCLOPHOSPHAMIDE MONOHYDRATE,no_curated_drug_category_match
DKL0622243049A1,ENERTON 500,ENERTON 500,FRUCTOSE. DEXTROSE MONOHYDRATE. XYLITOL,FRUCTOSE DEXTROSE MONOHYDRATE XYLITOL,no_curated_drug_category_match
DKI2297301367A1,ENERZAIR BREEZHALER,ENERZAIR BREEZHALER,GLYCOPYRRONIUM BROMIDE,GLYCOPYRRONIUM BROMIDE,no_curated_drug_category_match
DKI2297301367A1,ENERZAIR BREEZHALER,ENERZAIR BREEZHALER,INDACATEROL ACETATE,INDACATEROL ACETATE,no_curated_drug_category_match
DKI2297301367A1,ENERZAIR BREEZHALER,ENERZAIR BREEZHALER,MOMETASONE FUROATE,MOMETASONE FUROATE,no_curated_drug_category_match
DKI2160700181B1,ENFEROX 250,ENFEROX 250,DEFERASIROX,DEFERASIROX,no_curated_drug_category_match
DKI2160700181A1,ENFEROX 500,ENFEROX 500,DEFERASIROX,DEFERASIROX,no_curated_drug_category_match
DKI2176703243A1,ENGERIX-B (ADULT),ENGERIX B ADULT,HEPATITIS B SURFACE ANTIGEN,HEPATITIS B SURFACE ANTIGEN,no_curated_drug_category_match
DKI9376700943A1,ENGERIX-B (ADULT),ENGERIX B ADULT,HEPATITIS B VACCINE,HEPATITIS B VACCINE,no_curated_drug_category_match
DKI2176703243B1,ENGERIX-B (PEDIATRIC),ENGERIX B PEDIATRIC,HEPATITIS B SURFACE ANTIGEN,HEPATITIS B SURFACE ANTIGEN,no_curated_drug_category_match
DKI9376700943B2,ENGERIX-B (PEDIATRIC),ENGERIX B PEDIATRIC,HEPATITIS B VACCINE,HEPATITIS B VACCINE,no_curated_drug_category_match
DKI2468100144A1,ENHERTU,ENHERTU,TRASTUZUMAB DERUXTECAN,TRASTUZUMAB DERUXTECAN,no_curated_drug_category_match
DKI2057508443A1,ENSPRYNG,ENSPRYNG,SATRALIZUMAB,SATRALIZUMAB,no_curated_drug_category_match
DKI2157508743A1,ENSPRYNG,ENSPRYNG,SATRALIZUMAB,SATRALIZUMAB,no_curated_drug_category_match
GKL2633561017A1,ENTECAVIR,ENTECAVIR,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,no_curated_drug_category_match
GKL1808519217A1,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,no_curated_drug_category_match
GKL2012431417A1,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,no_curated_drug_category_match
GKL2012431417B1,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,no_curated_drug_category_match
GKL2015632217A1,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,no_curated_drug_category_match
GKL2015632217B1,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,no_curated_drug_category_match
GKL2140407717A1,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,no_curated_drug_category_match
GKL2240407717B1,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,no_curated_drug_category_match
GKL2357901517A1,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,no_curated_drug_category_match
GKL2357901517B1,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,no_curated_drug_category_match
GKL2431412117A1,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,no_curated_drug_category_match
DKL2031410617A1,ENTEGARD,ENTEGARD,ENTECAVIR MONOHYDRATE,ENTECAVIR MONOHYDRATE,no_curated_drug_category_match
DBL9111602010A1,ENTROSTOP,ENTROSTOP,ATTAPULGITE,ATTAPULGITE,no_curated_drug_category_match
DBL9111602010A1,ENTROSTOP,ENTROSTOP,PECTIN,PECTIN,no_curated_drug_category_match
DBL9111602010A1,ENTROSTOP,ENTROSTOP,PECTIN. ATTAPULGITE,PECTIN ATTAPULGITE,no_curated_drug_category_match
DKI2549000917A1,ENVLO,ENVLO,ENAVOGLIFLOZIN,ENAVOGLIFLOZIN,no_curated_drug_category_match
DKI2649001017A1,ENVLO,ENVLO,ENAVOGLIFLOZIN,ENAVOGLIFLOZIN,no_curated_drug_category_match
DKL0504424733A1,ENYSTIN,ENYSTIN,NYSTATIN,NYSTATIN,no_curated_drug_category_match
LKE13147016,ENZYPLEX,ENZYPLEX,CALCIUM PANTOTHENATE. DEOXYCHOLIC ACID. RIBOFLAVIN. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN. THIAMINE MONONITRATE. NICOTINAMIDE. KOMBINASI-PANCREATIN,CALCIUM PANTOTHENATE DEOXYCHOLIC ACID RIBOFLAVIN PYRIDOXINE HYDROCHLORIDE CYANOCOBALAMIN THIAMINE MONONITRATE NICOTINAMIDE KOMBINASI PANCREATIN,no_curated_drug_category_match
GKL1813320817A1,EPERISON HYDROCHLORIDE,EPERISON HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,no_curated_drug_category_match
GKL1716706217A1,EPERISONE HCI,EPERISONE HCI,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,no_curated_drug_category_match
GKL1921026417A1,EPERISONE HCL,EPERISONE HCL,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,no_curated_drug_category_match
GKL0814911517A1,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,no_curated_drug_category_match
GKL1802356816A1,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,no_curated_drug_category_match
GKL2043007617A1,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,no_curated_drug_category_match
GKL2523418017A1,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,no_curated_drug_category_match
GKL2602509417A1,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,no_curated_drug_category_match
DKL1802356916A1,EPESONE,EPESONE,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,no_curated_drug_category_match
DKL1022248336A1,EPEXOL,EPEXOL,AMBROXOL HYDROCHLORIDE,AMBROXOL HYDROCHLORIDE,no_curated_drug_category_match
DKL9222211710A1,EPEXOL,EPEXOL,AMBROXOL HYDROCHLORIDE,AMBROXOL HYDROCHLORIDE,no_curated_drug_category_match
DKL9222211837A1,EPEXOL,EPEXOL,AMBROXOL HYDROCHLORIDE,AMBROXOL HYDROCHLORIDE,no_curated_drug_category_match
DKL9222211837B1,EPEXOL FORTE,EPEXOL FORTE,AMBROXOL HYDROCHLORIDE,AMBROXOL HYDROCHLORIDE,no_curated_drug_category_match
LKE14055070,EPHEDRINE + GUAIFENESIN + AMMONIUM CL,EPHEDRINE GUAIFENESIN AMMONIUM CL,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
LKE14055070,EPHEDRINE + GUAIFENESIN + AMMONIUM CL,EPHEDRINE GUAIFENESIN AMMONIUM CL,EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
LKE14055070,EPHEDRINE + GUAIFENESIN + AMMONIUM CL,EPHEDRINE GUAIFENESIN AMMONIUM CL,GUAIFENESIN,GUAIFENESIN,no_curated_drug_category_match
GKL8506703343A1,EPHEDRINE HCL,EPHEDRINE HCL,EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
GKL1513710843A1,EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
GKL2033548643A1,EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
GKL2202366743A1,EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
DKL2222263107A1,EPILEPSAN,EPILEPSAN,DIVALPROEX SODIUM,DIVALPROEX SODIUM,no_curated_drug_category_match
GKL0106703043A1,EPINEPHRINE,EPINEPHRINE,EPINEPHRINE,EPINEPHRINE,no_curated_drug_category_match
GKL8919905843A1,EPINEPHRINE,EPINEPHRINE,EPINEPHRINE,EPINEPHRINE,no_curated_drug_category_match
GKL1902360643A1,EPINEPHRINE BITARTRATE,EPINEPHRINE BITARTRATE,EPINEPHRINE BITARTRATE,EPINEPHRINE BITARTRATE,no_curated_drug_category_match
DKL1706715943A1,EPINOR,EPINOR,NOREPINEPHRINE BITARTRATE MONOHYDRATE,NOREPINEPHRINE BITARTRATE MONOHYDRATE,no_curated_drug_category_match
DKI1435500144A1,EPIROL,EPIROL,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE,no_curated_drug_category_match
DKI1435500144B1,EPIROL,EPIROL,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE,no_curated_drug_category_match
GKL1222251043A1,EPIRUBICIN HCL,EPIRUBICIN HCL,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE,no_curated_drug_category_match
GKL1504428943A1,EPIRUBICIN HCL,EPIRUBICIN HCL,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE,no_curated_drug_category_match
GKL1943901143A1,EPIRUBICIN HCL,EPIRUBICIN HCL,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE,no_curated_drug_category_match
GKL2257900943A1,EPIRUBICIN HCL,EPIRUBICIN HCL,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE,no_curated_drug_category_match
GKL1734607243A1,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE,no_curated_drug_category_match
DKL1122249733A1,EPISAN,EPISAN,SUCRALFATE,SUCRALFATE,no_curated_drug_category_match
