Nomor Registrasi,Nama Produk,product_name_norm,Zat_Aktif,zat_aktif_norm,reason
DKI1529800210A1,NEBILET,NEBILET,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,no_curated_drug_category_match
DKL2232722810A1,NEBIVAS,NEBIVAS,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,no_curated_drug_category_match
GKL2033550010A1,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,no_curated_drug_category_match
GKL2232722910A1,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,no_curated_drug_category_match
LKE19044010,NEBOR,NEBOR,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE,no_curated_drug_category_match
DKL0304421033A1,NECIBLOK,NECIBLOK,SUCRALFATE SUSPENSION,SUCRALFATE SUSPENSION,no_curated_drug_category_match
DKL0611637343A1,NEFROFER,NEFROFER,IRON SUCROSE,IRON SUCROSE,no_curated_drug_category_match
DTL9627802737A1,NELADRYL DMP,NELADRYL DMP,DIPHENHYDRAMINE HYDROCHLORIDE. AMMONIUM CHLORIDE. DEXTROMETHORPHAN HYDROBROMIDE. PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE AMMONIUM CHLORIDE DEXTROMETHORPHAN HYDROBROMIDE PARACETAMOL PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
DKL8327800437A1,NELADRYL EXPECTORANT,NELADRYL EXPECTORANT,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DKL8327800437A1,NELADRYL EXPECTORANT,NELADRYL EXPECTORANT,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,no_curated_drug_category_match
DTL8327800437A1,NELADRYL EXPECTORANT,NELADRYL EXPECTORANT,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DTL8327800437A1,NELADRYL EXPECTORANT,NELADRYL EXPECTORANT,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,no_curated_drug_category_match
DTL8327800437A1,NELADRYL EXPECTORANT,NELADRYL EXPECTORANT,DIPHENHYDRAMINE HYDROCHLORIDE. AMMONIUM CHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE AMMONIUM CHLORIDE,no_curated_drug_category_match
DKL2031547710A1,NELANDOZ,NELANDOZ,DIENOGEST,DIENOGEST,no_curated_drug_category_match
DBL0617206837A1,NELLCO OBH BATUK BERDAHAK,NELLCO OBH BATUK BERDAHAK,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DBL0617206837A1,NELLCO OBH BATUK BERDAHAK,NELLCO OBH BATUK BERDAHAK,SUCCUS LIQUIRITIAE,SUCCUS LIQUIRITIAE,no_curated_drug_category_match
DBL0617206837A2,NELLCO OBH BATUK BERDAHAK,NELLCO OBH BATUK BERDAHAK,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DBL0617206837A2,NELLCO OBH BATUK BERDAHAK,NELLCO OBH BATUK BERDAHAK,SUCCUS LIQUIRITIAE,SUCCUS LIQUIRITIAE,no_curated_drug_category_match
DTL7217206637B2,NELLCO SPECIAL OBH,NELLCO SPECIAL OBH,PARACETAMOL. CHLORPHENAMINE MALEATE. EPHEDRINE HYDROCHLORIDE. AMMONIUM CHLORIDE. SUCCUS LIQUIRITIAE,PARACETAMOL CHLORPHENAMINE MALEATE EPHEDRINE HYDROCHLORIDE AMMONIUM CHLORIDE SUCCUS LIQUIRITIAE,no_curated_drug_category_match
DTL2117207437A1,NELLCO SPECIAL OBH ANAK FLU DAN BATUK RASA STRAWBERRY,NELLCO SPECIAL OBH ANAK FLU DAN BATUK RASA STRAWBERRY,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DTL2117207437A1,NELLCO SPECIAL OBH ANAK FLU DAN BATUK RASA STRAWBERRY,NELLCO SPECIAL OBH ANAK FLU DAN BATUK RASA STRAWBERRY,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL2117207437A1,NELLCO SPECIAL OBH ANAK FLU DAN BATUK RASA STRAWBERRY,NELLCO SPECIAL OBH ANAK FLU DAN BATUK RASA STRAWBERRY,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DTL2117207437A1,NELLCO SPECIAL OBH ANAK FLU DAN BATUK RASA STRAWBERRY,NELLCO SPECIAL OBH ANAK FLU DAN BATUK RASA STRAWBERRY,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2117207437A1,NELLCO SPECIAL OBH ANAK FLU DAN BATUK RASA STRAWBERRY,NELLCO SPECIAL OBH ANAK FLU DAN BATUK RASA STRAWBERRY,SUCCUS LIQUIRITIAE,SUCCUS LIQUIRITIAE,no_curated_drug_category_match
DTL1817207337A1,NELLCO SPECIAL OBH FLU DAN BATUK,NELLCO SPECIAL OBH FLU DAN BATUK,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DTL1817207337A1,NELLCO SPECIAL OBH FLU DAN BATUK,NELLCO SPECIAL OBH FLU DAN BATUK,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL1817207337A1,NELLCO SPECIAL OBH FLU DAN BATUK,NELLCO SPECIAL OBH FLU DAN BATUK,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DTL1817207337A1,NELLCO SPECIAL OBH FLU DAN BATUK,NELLCO SPECIAL OBH FLU DAN BATUK,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
DTL1817207337A1,NELLCO SPECIAL OBH FLU DAN BATUK,NELLCO SPECIAL OBH FLU DAN BATUK,SUCCUS LIQUIRITIAE,SUCCUS LIQUIRITIAE,no_curated_drug_category_match
DTL2517207937A1,NELLCO SPECIAL OBH PE RASA JAHE MINT,NELLCO SPECIAL OBH PE RASA JAHE MINT,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DTL2517207937A1,NELLCO SPECIAL OBH PE RASA JAHE MINT,NELLCO SPECIAL OBH PE RASA JAHE MINT,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL2517207937A1,NELLCO SPECIAL OBH PE RASA JAHE MINT,NELLCO SPECIAL OBH PE RASA JAHE MINT,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DTL2517207937A1,NELLCO SPECIAL OBH PE RASA JAHE MINT,NELLCO SPECIAL OBH PE RASA JAHE MINT,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2517207937A1,NELLCO SPECIAL OBH PE RASA JAHE MINT,NELLCO SPECIAL OBH PE RASA JAHE MINT,SUCCUS LIQUIRITIAE,SUCCUS LIQUIRITIAE,no_curated_drug_category_match
DTL2517207937A2,NELLCO SPECIAL OBH PE RASA JAHE MINT,NELLCO SPECIAL OBH PE RASA JAHE MINT,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DTL2517207937A2,NELLCO SPECIAL OBH PE RASA JAHE MINT,NELLCO SPECIAL OBH PE RASA JAHE MINT,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL2517207937A2,NELLCO SPECIAL OBH PE RASA JAHE MINT,NELLCO SPECIAL OBH PE RASA JAHE MINT,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DTL2517207937A2,NELLCO SPECIAL OBH PE RASA JAHE MINT,NELLCO SPECIAL OBH PE RASA JAHE MINT,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2517207937A2,NELLCO SPECIAL OBH PE RASA JAHE MINT,NELLCO SPECIAL OBH PE RASA JAHE MINT,SUCCUS LIQUIRITIAE,SUCCUS LIQUIRITIAE,no_curated_drug_category_match
DTL2117207537A1,NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK (RASA JERUK),NELLCO SPECIAL OBH PE UNTUK ANAK ANAK RASA JERUK,PARACETAMOL. CHLORPHENAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE. SUCCUS LIQUIRITIAE. AMMONIUM CHLORIDE,PARACETAMOL CHLORPHENAMINE MALEATE PHENYLEPHRINE HYDROCHLORIDE SUCCUS LIQUIRITIAE AMMONIUM CHLORIDE,no_curated_drug_category_match
DTL2517207837A1,NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK RASA BUBBLE GUM,NELLCO SPECIAL OBH PE UNTUK ANAK ANAK RASA BUBBLE GUM,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DTL2517207837A1,NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK RASA BUBBLE GUM,NELLCO SPECIAL OBH PE UNTUK ANAK ANAK RASA BUBBLE GUM,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL2517207837A1,NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK RASA BUBBLE GUM,NELLCO SPECIAL OBH PE UNTUK ANAK ANAK RASA BUBBLE GUM,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DTL2517207837A1,NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK RASA BUBBLE GUM,NELLCO SPECIAL OBH PE UNTUK ANAK ANAK RASA BUBBLE GUM,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2517207837A1,NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK RASA BUBBLE GUM,NELLCO SPECIAL OBH PE UNTUK ANAK ANAK RASA BUBBLE GUM,SUCCUS LIQUIRITIAE,SUCCUS LIQUIRITIAE,no_curated_drug_category_match
DTL2117207437A1,NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK RASA STRAWBERRY,NELLCO SPECIAL OBH PE UNTUK ANAK ANAK RASA STRAWBERRY,PARACETAMOL. CHLORPHENAMINE MALEATE. AMMONIUM CHLORIDE. SUCCUS LIQUIRITIAE. PHENYLEPHRINE HYDROCHLORIDE,PARACETAMOL CHLORPHENAMINE MALEATE AMMONIUM CHLORIDE SUCCUS LIQUIRITIAE PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
DKL9907913446A1,NELYDEX,NELYDEX,DEXAMETHASONE SODIUM PHOSPHATE. POLYMYXIN B SULFATE. NEOMYCIN SULFATE,DEXAMETHASONE SODIUM PHOSPHATE POLYMYXIN B SULFATE NEOMYCIN SULFATE,no_curated_drug_category_match
DKI2027700817A1,NEMDATINE,NEMDATINE,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,no_curated_drug_category_match
DKI2127700817B1,NEMDATINE,NEMDATINE,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,no_curated_drug_category_match
DKL1922257443A1,NEMINOS 100,NEMINOS 100,NETILMICIN SULFATE,NETILMICIN SULFATE,no_curated_drug_category_match
DKL1922257443B1,NEMINOS 200,NEMINOS 200,NETILMICIN SULFATE,NETILMICIN SULFATE,no_curated_drug_category_match
DTL9206307609A1,NEO ADIAR,NEO ADIAR,BISMUTH SUBSALICYLATE,BISMUTH SUBSALICYLATE,no_curated_drug_category_match
DTL2608028836A1,NEO ALERFED,NEO ALERFED,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
DBL9300911233A1,NEO ASTA,NEO ASTA,KAOLIN. PECTIN,KAOLIN PECTIN,no_curated_drug_category_match
DBL9207907810A1,NEO DIAGON,NEO DIAGON,ATTAPULGITE,ATTAPULGITE,no_curated_drug_category_match
DKL2440001146A1,NEO DRY AID,NEO DRY AID,SODIUM HYALURONATE,SODIUM HYALURONATE,no_curated_drug_category_match
DTL2016604737A1,NEO EMKANADRYL,NEO EMKANADRYL,BROMHEXINE HYDROCHLORIDE. GUAIFENESIN,BROMHEXINE HYDROCHLORIDE GUAIFENESIN,no_curated_drug_category_match
DKL8506402409A1,NEO ERPHAVITALGIN,NEO ERPHAVITALGIN,THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. METAMIZOLE SODIUM MONOHYDRATE. CYANOCOBALAMIN,THIAMINE MONONITRATE PYRIDOXINE HYDROCHLORIDE METAMIZOLE SODIUM MONOHYDRATE CYANOCOBALAMIN,no_curated_drug_category_match
DTL2002362936A1,NEO FLUKID,NEO FLUKID,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
DKL0711637550A1,NEO GYNOXA,NEO GYNOXA,METRONIDAZOLE,METRONIDAZOLE,no_curated_drug_category_match
DKL0711637550A1,NEO GYNOXA,NEO GYNOXA,METRONIDAZOLE. NYSTATIN,METRONIDAZOLE NYSTATIN,no_curated_drug_category_match
DKL0711637550A1,NEO GYNOXA,NEO GYNOXA,NYSTATIN,NYSTATIN,no_curated_drug_category_match
DBL9222212033A1,NEO KAOLANA,NEO KAOLANA,KAOLIN,KAOLIN,no_curated_drug_category_match
DBL9222212033A1,NEO KAOLANA,NEO KAOLANA,PECTIN,PECTIN,no_curated_drug_category_match
DBL9222212033A1,NEO KAOLANA,NEO KAOLANA,PECTIN. KAOLIN,PECTIN KAOLIN,no_curated_drug_category_match
DBL9230902433A1,NEO KAOMINAL,NEO KAOMINAL,KAOLIN. PECTIN,KAOLIN PECTIN,no_curated_drug_category_match
DTL2626303937A1,NEO MENTASIN,NEO MENTASIN,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DTL2626303937A1,NEO MENTASIN,NEO MENTASIN,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL2626303937A1,NEO MENTASIN,NEO MENTASIN,SUCCUS LIQUIRITIAE,SUCCUS LIQUIRITIAE,no_curated_drug_category_match
DKL7217807210A1,NEO MERCAZOLE,NEO MERCAZOLE,CARBIMAZOLE,CARBIMAZOLE,no_curated_drug_category_match
DTL1122702410B1,NEO RHEUMACYL,NEO RHEUMACYL,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DTL2022727710A1,NEO RHEUMACYL 350,NEO RHEUMACYL 350,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DTL0322717909A1,NEO RHEUMACYL NEURO,NEO RHEUMACYL NEURO,CYANOCOBALAMIN,CYANOCOBALAMIN,no_curated_drug_category_match
DTL0322717909A1,NEO RHEUMACYL NEURO,NEO RHEUMACYL NEURO,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,no_curated_drug_category_match
DTL0322717909A1,NEO RHEUMACYL NEURO,NEO RHEUMACYL NEURO,THIAMINE MONONITRATE,THIAMINE MONONITRATE,no_curated_drug_category_match
DTL8708101024A1,NEO ULTRACYN,NEO ULTRACYN,CHLORPHENESIN,CHLORPHENESIN,no_curated_drug_category_match
DTL2408103104A1,NEO ULTRADIN,NEO ULTRADIN,CHLORPHENAMINE MALEATE. DEXTROMETHORPHAN HYDROBROMIDE. PHENYLEPHRINE HYDROCHLORIDE,CHLORPHENAMINE MALEATE DEXTROMETHORPHAN HYDROBROMIDE PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
DTL7808101129A1,NEO ULTRASILINE,NEO ULTRASILINE,CLOTRIMAZOLE,CLOTRIMAZOLE,no_curated_drug_category_match
DTL7808102937A1,NEO ULTRAXON,NEO ULTRAXON,PIPERAZINE CITRATE,PIPERAZINE CITRATE,no_curated_drug_category_match
DBL2526303837A1,NEO UNI OBH,NEO UNI OBH,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DBL2526303837A1,NEO UNI OBH,NEO UNI OBH,SUCCUS LIQUIRITIAE,SUCCUS LIQUIRITIAE,no_curated_drug_category_match
DTL2526303637A1,NEO UNIBEBI COUGH,NEO UNIBEBI COUGH,CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE,no_curated_drug_category_match
DTL2526303637A1,NEO UNIBEBI COUGH,NEO UNIBEBI COUGH,GUAIFENESIN,GUAIFENESIN,no_curated_drug_category_match
DTL2526303637A1,NEO UNIBEBI COUGH,NEO UNIBEBI COUGH,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DBL2526303736B1,NEO UNIBEBI DEMAM,NEO UNIBEBI DEMAM,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DBL2526303737A1,NEO UNIBEBI DEMAM,NEO UNIBEBI DEMAM,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DTL1806419636A1,NEO VEDRIN,NEO VEDRIN,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,no_curated_drug_category_match
DKL0604129543A1,NEO-K,NEO K,PHYTOMENADIONE,PHYTOMENADIONE,no_curated_drug_category_match
DKL0409214828A1,NEOCENTA,NEOCENTA,NEOMYCIN SULFATE,NEOMYCIN SULFATE,no_curated_drug_category_match
DKL0409214828A1,NEOCENTA,NEOCENTA,NEOMYCIN SULFATE. PLACENTA EXTRACT,NEOMYCIN SULFATE PLACENTA EXTRACT,no_curated_drug_category_match
DKL0409214828A1,NEOCENTA,NEOCENTA,PLACENTA EXTRACT,PLACENTA EXTRACT,no_curated_drug_category_match
DKI2155100243A1,NEODEX OP,NEODEX OP,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,no_curated_drug_category_match
DTL2022728315A1,NEODULAX,NEODULAX,BISACODYL,BISACODYL,no_curated_drug_category_match
DBL2522730358A1,NEODULAX RECTAL,NEODULAX RECTAL,MACROGOL 400,MACROGOL 400,no_curated_drug_category_match
DBL2522730358A1,NEODULAX RECTAL,NEODULAX RECTAL,SODIUM CITRATE,SODIUM CITRATE,no_curated_drug_category_match
DBL2522730358A1,NEODULAX RECTAL,NEODULAX RECTAL,SODIUM LAURYL SULFOACETATE POWDER,SODIUM LAURYL SULFOACETATE POWDER,no_curated_drug_category_match
DBL2522730358A1,NEODULAX RECTAL,NEODULAX RECTAL,SORBITOL,SORBITOL,no_curated_drug_category_match
DBL0730703663A1,NEOLANTA OBAT KEMBUNG,NEOLANTA OBAT KEMBUNG,SIMETHICONE,SIMETHICONE,no_curated_drug_category_match
DTL1606418610A1,NEOMETHOR,NEOMETHOR,DEXTROMETHORPHAN HYDROBROMIDE. DIPHENHYDRAMINE HYDROCHLORIDE,DEXTROMETHORPHAN HYDROBROMIDE DIPHENHYDRAMINE HYDROCHLORIDE,no_curated_drug_category_match
DKL7401801337A1,NEONADRYL EXPECTORANT,NEONADRYL EXPECTORANT,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,no_curated_drug_category_match
DKL7401801337A1,NEONADRYL EXPECTORANT,NEONADRYL EXPECTORANT,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,no_curated_drug_category_match
DTL7401801337A1,NEONADRYL EXPECTORANT,NEONADRYL EXPECTORANT,DIPHENHYDRAMINE HYDROCHLORIDE. AMMONIUM CHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE AMMONIUM CHLORIDE,no_curated_drug_category_match
DKL2035310010A1,NEOPROST,NEOPROST,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL DISPERSION HPMC,no_curated_drug_category_match
DKL2331550544A1,NEOPTIX,NEOPTIX,PARECOXIB SODIUM,PARECOXIB SODIUM,no_curated_drug_category_match
DTL0522241063A1,NEOSANMAG FAST,NEOSANMAG FAST,CALCIUM CARBONATE,CALCIUM CARBONATE,no_curated_drug_category_match
DTL0522241063A1,NEOSANMAG FAST,NEOSANMAG FAST,FAMOTIDINE,FAMOTIDINE,no_curated_drug_category_match
DTL0522241063A1,NEOSANMAG FAST,NEOSANMAG FAST,MAGNESIUM HYDROXIDE,MAGNESIUM HYDROXIDE,no_curated_drug_category_match
DKL8817605429A1,NEOSINOL,NEOSINOL,NEOMYCIN SULFATE. FLUOCINOLONE ACETONIDE,NEOMYCIN SULFATE FLUOCINOLONE ACETONIDE,no_curated_drug_category_match
DKL0809218004A1,NEOSMA,NEOSMA,TERBUTALINE SULFATE,TERBUTALINE SULFATE,no_curated_drug_category_match
DKL0809217337A1,NEOSMA EXPECTORANT,NEOSMA EXPECTORANT,TERBUTALINE SULFATE. GUAIFENESIN,TERBUTALINE SULFATE GUAIFENESIN,no_curated_drug_category_match
GKL2031545643A1,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,no_curated_drug_category_match
GKL1806716943A1,NEOSTIGMINE METILSULFATE,NEOSTIGMINE METILSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,no_curated_drug_category_match
GKL1833543043A1,NEOSTIGMINE METILSULFATE,NEOSTIGMINE METILSULFATE,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,no_curated_drug_category_match
DKI2154000643A1,NEOSTIN,NEOSTIN,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,no_curated_drug_category_match
LKE18147058,NEOZEP ADVANCE,NEOZEP ADVANCE,PARACETAMOL. CHLORPHENAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE. ZINC SULFATE,PARACETAMOL CHLORPHENAMINE MALEATE PHENYLEPHRINE HYDROCHLORIDE ZINC SULFATE,no_curated_drug_category_match
LKE18147057,NEOZEP ADVANCE NON-DROWSY,NEOZEP ADVANCE NON DROWSY,PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. ZINC SULFATE MONOHYDRATE,PARACETAMOL PHENYLEPHRINE HYDROCHLORIDE ZINC SULFATE MONOHYDRATE,no_curated_drug_category_match
DTL2104530510A1,NEOZEP FORTE,NEOZEP FORTE,PSEUDOEPHEDRINE HYDROCHLORIDE. DIPHENHYDRAMINE HYDROCHLORIDE. PARACETAMOL,PSEUDOEPHEDRINE HYDROCHLORIDE DIPHENHYDRAMINE HYDROCHLORIDE PARACETAMOL,no_curated_drug_category_match
LKE15147032,NEOZEP FORTE,NEOZEP FORTE,PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE,PARACETAMOL PHENYLEPHRINE HYDROCHLORIDE CHLORPHENAMINE MALEATE,no_curated_drug_category_match
LKE17147043,NEOZEP FORTE 325,NEOZEP FORTE 325,PARACETAMOL. CHLORPHENAMINE MALEATE. PHENYLEPHRINE HYDROCHLORIDE,PARACETAMOL CHLORPHENAMINE MALEATE PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
LKE12147003,NEOZEP NON DROWSY,NEOZEP NON DROWSY,PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE,PARACETAMOL PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
LKE15147035,NEOZEP NON DROWSY SEC,NEOZEP NON DROWSY SEC,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
LKE15147035,NEOZEP NON DROWSY SEC,NEOZEP NON DROWSY SEC,PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,no_curated_drug_category_match
DKL2209614137A1,NEOZINE,NEOZINE,GUAIFENESIN,GUAIFENESIN,no_curated_drug_category_match
DKL2209614137A1,NEOZINE,NEOZINE,OXOMEMAZINE,OXOMEMAZINE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,ACETIC ACID,ACETIC ACID,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,ACETYLCYSTEINE,ACETYLCYSTEINE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,ALANINE,ALANINE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,GLYCINE,GLYCINE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,ISOLEUCINE,ISOLEUCINE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,L-ARGININE,L ARGININE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,L-HISTIDINE,L HISTIDINE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,LEUCINE,LEUCINE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,LYSINE ACETATE,LYSINE ACETATE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,MALIC ACID,MALIC ACID,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,METHIONINE,METHIONINE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,PHENYLALANINE,PHENYLALANINE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,PROLINE,PROLINE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,SERINE,SERINE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,THREONINE,THREONINE,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,TRYPTOPHAN,TRYPTOPHAN,no_curated_drug_category_match
DKI1441800149A1,NEPHROSTERIL,NEPHROSTERIL,VALINE,VALINE,no_curated_drug_category_match
DKL2535316009A1,NERASIC,NERASIC,PARACETAMOL,PARACETAMOL,no_curated_drug_category_match
DKL2535316009A1,NERASIC,NERASIC,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,no_curated_drug_category_match
DKL2602509317A1,NERFLEX,NERFLEX,EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,no_curated_drug_category_match
DKL8817605029A1,NERILON,NERILON,DIFLUCORTOLONE VALERATE,DIFLUCORTOLONE VALERATE,no_curated_drug_category_match
DKL0821634035A1,NERIPROS,NERIPROS,RISPERIDONE,RISPERIDONE,no_curated_drug_category_match
DKL9921622817A1,NERIPROS,NERIPROS,RISPERIDONE,RISPERIDONE,no_curated_drug_category_match
DKL9921622817B1,NERIPROS,NERIPROS,RISPERIDONE,RISPERIDONE,no_curated_drug_category_match
DKI2071602429A1,NERISONA COMBI,NERISONA COMBI,DIFLUCORTOLONE VALERATE. CHLORQUINALDOL,DIFLUCORTOLONE VALERATE CHLORQUINALDOL,no_curated_drug_category_match
DKI2171602530A1,NERISONA FATTY,NERISONA FATTY,DIFLUCORTOLONE VALERATE,DIFLUCORTOLONE VALERATE,no_curated_drug_category_match
DBL2613031409A1,NERVIGEN 5000,NERVIGEN 5000,CYANOCOBALAMIN,CYANOCOBALAMIN,no_curated_drug_category_match
DBL2613031409A1,NERVIGEN 5000,NERVIGEN 5000,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,no_curated_drug_category_match
