Nomor Registrasi,Nama Produk,product_name_norm,Zat_Aktif,zat_aktif_norm,drug_category,match_pattern,match_type,source
DTL9632500204A1,LINUGO,LINUGO,PARACETAMOL. IBUPROFEN,PARACETAMOL IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKI1790700217D1,LIPITOR,LIPITOR,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKI2590702217A1,LIPITOR,LIPITOR,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKI2590702217B1,LIPITOR,LIPITOR,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKI2590702217C1,LIPITOR,LIPITOR,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKI2590702217D1,LIPITOR,LIPITOR,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKI9790700217A1,LIPITOR,LIPITOR,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKI9790700217B1,LIPITOR,LIPITOR,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKI9790700217C1,LIPITOR,LIPITOR,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL9917108504A1,LISFEN 500,LISFEN 500,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL1233526410A1,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,ace_arb,LISINOPRIL,token_substring,curated_rule
GKL1233526410B1,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,ace_arb,LISINOPRIL,token_substring,curated_rule
GKL2002363610A1,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,ace_arb,LISINOPRIL,token_substring,curated_rule
GKL2002363610B1,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,ace_arb,LISINOPRIL,token_substring,curated_rule
GKL2144403210A1,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,ace_arb,LISINOPRIL,token_substring,curated_rule
GKL2144403210B1,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,ace_arb,LISINOPRIL,token_substring,curated_rule
DKL1004132109A1,LITORCOM 10,LITORCOM 10,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL1004132109A1,LITORCOM 10,LITORCOM 10,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL1004132109B1,LITORCOM 20,LITORCOM 20,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL1004132109B1,LITORCOM 20,LITORCOM 20,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL1004132109C1,LITORCOM 40,LITORCOM 40,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL1004132109C1,LITORCOM 40,LITORCOM 40,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL2017114510A1,LIVASK,LIVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2017114510B1,LIVASK,LIVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2021028309A1,LIVATOR 20,LIVATOR 20,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,statin,ATORVASTATIN,token_substring,curated_rule
DKL1021016510B1,LODIPAS 10,LODIPAS 10,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL1021016510A1,LODIPAS 5,LODIPAS 5,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
GKL0808515209A1,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,ace_arb,LOSARTAN,token_substring,curated_rule
DKL0702339510A1,LOVASK,LOVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL0702339510A2,LOVASK,LOVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL0702339510B1,LOVASK,LOVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL0702339510B2,LOVASK,LOVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI0185600143A1,LOVENOX,LOVENOX,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,antikoagulan,ENOXAPARIN,token_substring,curated_rule
DKL2344407417A1,LOVEQUIN,LOVEQUIN,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL1526010804A1,LOWTENS,LOWTENS,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL1526010810A1,LOWTENS,LOWTENS,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL1834012310A1,LOXICOX,LOXICOX,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL1834012310B1,LOXICOX,LOXICOX,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL2535303510B1,LOXIL 15,LOXIL 15,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL0535303510A1,"LOXIL 7,5",LOXIL 7 5,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
LKE15176009,LOXINTER,LOXINTER,OFLOXACIN,OFLOXACIN,antibiotik_fluorokuinolon,OFLOXACIN,token_substring,curated_rule
DKL1113706449A1,LQ 500,LQ 500,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL1113706449A1,LQ 750,LQ 750,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL0713704109A1,LQ-500,LQ 500,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL1814108610A1,LUPIN,LUPIN,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI0590700601B1,LYRICA,LYRICA,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKI0590700601C1,LYRICA,LYRICA,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKI0590700601E1,LYRICA,LYRICA,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKL1909324301B1,LYRIGAD 150,LYRIGAD 150,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKL1909324301A1,LYRIGAD 75,LYRIGAD 75,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKL2101710404A1,MAROSTAN,MAROSTAN,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL2101710601A1,MAROSTAN,MAROSTAN,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL2101710601A2,MAROSTAN,MAROSTAN,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL2121908917A1,MASTATIN 10,MASTATIN 10,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
DKL2121908917B1,MASTATIN 20,MASTATIN 20,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
DKL0513702943A1,MATOLAC,MATOLAC,KETOROLAC TROMETAMOL,KETOROLAC TROMETAMOL,nsaid,KETOROLAC,token_substring,curated_rule
DKL1943003409A1,MAXIFLON,MAXIFLON,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKI2262800149A1,MAXIGESIC IV,MAXIGESIC IV,IBUPROFEN SODIUM DIHYDRATE. PARACETAMOL,IBUPROFEN SODIUM DIHYDRATE PARACETAMOL,nsaid,IBUPROFEN,token_substring,curated_rule
DKL2428212209A1,MAXSIMET,MAXSIMET,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL2428212209A1,MAXSIMET,MAXSIMET,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN PHOSPHATE,antidiabetes,SITAGLIPTIN,token_substring,curated_rule
DKL2428212209B1,MAXSIMET,MAXSIMET,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL2428212209B1,MAXSIMET,MAXSIMET,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN PHOSPHATE,antidiabetes,SITAGLIPTIN,token_substring,curated_rule
DKL9828203509A1,MAXSTAN,MAXSTAN,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DTL1809503733A1,MEDCOFEN,MEDCOFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL1940101317A1,MEDIPROFEN,MEDIPROFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL2533219717A1,MEDVAST,MEDVAST,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
DKL2533219717B1,MEDVAST,MEDVAST,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
GKL0101704501A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL0101704704A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL0202332404A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL0433204609A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL0506504004A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL0734007609A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL1231904609A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL1308517404A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL1316911109A2,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL1401803609A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL1416702909A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL1628913604A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL1633313009A2,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL1704133809A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL1815207609A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL1910907004A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL2025906504A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL2101710901A2,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL2116009804A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL2127509104A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL2225806104A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL2315635310A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL2444407917A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL2523412904A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL2538602109A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL2558402210A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL9420917504A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL9605019809A2,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL9706310309A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL9807104809A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL9817104104A1,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL2140407809A1,MEFENAMIC ACID.,MEFENAMIC ACID,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL9111614404A1,MEFENTAN,MEFENTAN,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL8122200401A1,MEFINAL 250,MEFINAL 250,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL8322200409A1,MEFINAL 500,MEFINAL 500,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL8517602009A1,MEFINTER,MEFINTER,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL8517602009A1,MEFINTER 500,MEFINTER 500,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL8715606210A1,MEFIX 500,MEFIX 500,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL0813704210B1,MEFLAM 15,MEFLAM 15,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL0813704210A1,"MEFLAM 7,5",MEFLAM 7 5,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL9516106909A1,MEFLOSIN,MEFLOSIN,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKL7215206201A1,MEGACYCLINE,MEGACYCLINE,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
DKL9609206815B2,MEGATIC,MEGATIC,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DTL1009220628A1,MEGATIC,MEGATIC,DICLOFENAC DIETHYLAMINE,DICLOFENAC DIETHYLAMINE,nsaid,DICLOFENAC,token_substring,curated_rule
DKL1840811510A1,MELFION,MELFION,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL0807117610A1,MELICAM,MELICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL0807117610B1,MELICAM,MELICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
LKE16209007,MELOPAIN 15,MELOPAIN 15,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL1806509910A1,MELOVIX,MELOVIX,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL0105030510A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL0105030510B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL0402336810A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL0402336810B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL0533513610A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL0533513610B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL0614911310A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL0614911310B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL0807117510A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL0807117510B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1006413910A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1126010504A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1208517310A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1208517310B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1213706910A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1213706910B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1616703810A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1716706410A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1718829110A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1718829110B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1834012410A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1834012410B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1840811310A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1840811310B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1843001210A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1843001210B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1925905310A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1925905310B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL1933216210A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL2017114210A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL2040406110A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL2040406110B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL2144402710A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL2410403410A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL2410403410B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL2540505510A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL2658403110A1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL2658403110B1,MELOXICAM,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
GKL2623418410A1,MELOXICAM .,MELOXICAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL0317620210B1,MELOXIN 15,MELOXIN 15,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL0317620210A1,"MELOXIN 7,5",MELOXIN 7 5,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL2140406309A1,MENIN,MENIN,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL9615609017A1,MENSIPOX,MENSIPOX,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKL2415635517C1,MEPROXIB 120,MEPROXIB 120,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2415635517A1,MEPROXIB 60,MEPROXIB 60,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2415635517B1,MEPROXIB 90,MEPROXIB 90,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL9933301117A1,MERFLAM,MERFLAM,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL1915208410A1,MESADEN,MESADEN,PIROXICAM,PIROXICAM,nsaid,PIROXICAM,token_substring,curated_rule
DTL2615209028A1,MESADEN,MESADEN,PIROXICAM,PIROXICAM,nsaid,PIROXICAM,token_substring,curated_rule
DKL2517634214B1,METAVOX XR 500,METAVOX XR 500,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL2517634206A1,METAVOX XR 750,METAVOX XR 750,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
GKL0608513110A1,METFORMIN HCL,METFORMIN HCL,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
GKL0802340617A1,METFORMIN HCL,METFORMIN HCL,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
GKL0802340709A1,METFORMIN HCL,METFORMIN HCL,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
GKL1522723709A1,METFORMIN HCL,METFORMIN HCL,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
GKL1522723709B1,METFORMIN HCL,METFORMIN HCL,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
GKL2221029006A1,METFORMIN HCL,METFORMIN HCL,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
GKL9805024917A1,METFORMIN HCL,METFORMIN HCL,METFORMIN HCL GRANULES DC 95,METFORMIN HCL GRANULES DC 95,antidiabetes,METFORMIN,token_substring,curated_rule
GKL1933216106A1,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
