Nomor Registrasi,Nama Produk,product_name_norm,Zat_Aktif,zat_aktif_norm,drug_category,match_pattern,match_type,source
GKL1933216106B1,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
GKL2244405817A1,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
GKL2517635214A1,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
GKL2534016917A1,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE DC GRANULES 90,METFORMIN HYDROCHLORIDE DC GRANULES 90,antidiabetes,METFORMIN,token_substring,curated_rule
GKL1322252243A1,METHOTREXATE,METHOTREXATE,METHOTREXATE,METHOTREXATE,imunosupresan,METHOTREXATE,token_substring,curated_rule
GKL1504428843A1,METHOTREXATE,METHOTREXATE,METHOTREXATE,METHOTREXATE,imunosupresan,METHOTREXATE,token_substring,curated_rule
GKL1943901843A1,METHOTREXATE,METHOTREXATE,METHOTREXATE,METHOTREXATE,imunosupresan,METHOTREXATE,token_substring,curated_rule
GKL2044300743A1,METHOTREXATE,METHOTREXATE,METHOTREXATE,METHOTREXATE,imunosupresan,METHOTREXATE,token_substring,curated_rule
DKL1039200617A1,METILEV,METILEV,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKI2030600643A1,METOJECT,METOJECT,METHOTREXATE,METHOTREXATE,imunosupresan,METHOTREXATE,token_substring,curated_rule
DKL2413326009A1,METSIT,METSIT,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL2413326009A1,METSIT,METSIT,SITAGLIPTIN PHOSPHATE MONOHYDRATE,SITAGLIPTIN PHOSPHATE MONOHYDRATE,antidiabetes,SITAGLIPTIN,token_substring,curated_rule
DKL2413326009B1,METSIT,METSIT,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL2413326009B1,METSIT,METSIT,SITAGLIPTIN PHOSPHATE MONOHYDRATE,SITAGLIPTIN PHOSPHATE MONOHYDRATE,antidiabetes,SITAGLIPTIN,token_substring,curated_rule
DKL0415618010A1,MEVACHOL,MEVACHOL,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,statin,PRAVASTATIN,token_substring,curated_rule
DKL0402336310A2,MEVILOX,MEVILOX,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL0402336310B2,MEVILOX,MEVILOX,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL0104418510A1,MEXPHARM,MEXPHARM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL1915629817A1,MEZAC-50,MEZAC 50,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKI2055200210A1,MICARDIS,MICARDIS,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2055200210B1,MICARDIS,MICARDIS,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2355200310A1,MICARDIS,MICARDIS,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2355200310B1,MICARDIS,MICARDIS,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2055200110A1,MICARDIS PLUS,MICARDIS PLUS,TELMISARTAN. HYDROCHLOROTHIAZIDE,TELMISARTAN HYDROCHLOROTHIAZIDE,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2055200110B1,MICARDIS PLUS,MICARDIS PLUS,TELMISARTAN. HYDROCHLOROTHIAZIDE,TELMISARTAN HYDROCHLOROTHIAZIDE,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2455200410A1,MICARDIS PLUS,MICARDIS PLUS,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKI2455200410B1,MICARDIS PLUS,MICARDIS PLUS,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2522265146A1,MIFLOKSAN,MIFLOKSAN,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL1833541417A1,MIGRATOP,MIGRATOP,TOPIRAMATE,TOPIRAMATE,antikonvulsan,TOPIRAMATE,token_substring,curated_rule
DKL1833541417B1,MIGRATOP,MIGRATOP,TOPIRAMATE,TOPIRAMATE,antikonvulsan,TOPIRAMATE,token_substring,curated_rule
DKL2433318215A1,MINIASPI 100,MINIASPI 100,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
DKL2433318215B1,MINIASPI 80,MINIASPI 80,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
DKL1523413517A1,MIRACLOVEN,MIRACLOVEN,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL9323403201A1,MIRADENE,MIRADENE,PIROXICAM,PIROXICAM,nsaid,PIROXICAM,token_substring,curated_rule
DKL9323403409A1,MIRAFLOX 500,MIRAFLOX 500,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DBL0723410204A1,MIRASIC PLUS,MIRASIC PLUS,CAFFEINE,CAFFEINE,xantin,CAFFEINE,token_substring,curated_rule
DKL8506302509A1,MIXALGIN,MIXALGIN,METAMIZOLE SODIUM. THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN. CAFFEINE,METAMIZOLE SODIUM THIAMINE MONONITRATE PYRIDOXINE HYDROCHLORIDE CYANOCOBALAMIN CAFFEINE,xantin,CAFFEINE,token_substring,curated_rule
DTL0706413236A1,MOFEN,MOFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL0706413333A1,MOFEN,MOFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL9506410617A1,MOFEN 200,MOFEN 200,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL9506410617A2,MOFEN 200,MOFEN 200,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL2006420704A1,MOFEN 400,MOFEN 400,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL2330914749A1,MOLAFLOX,MOLAFLOX,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL2530915117A1,MOLAFLOX,MOLAFLOX,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL9630903909A1,MOLASIC,MOLASIC,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL1434611449A1,MOLCIN,MOLCIN,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL1634606009A1,MOLCIN,MOLCIN,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL1934614746A1,MOLCIN,MOLCIN,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL1713712649A1,MOVIBET,MOVIBET,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL0413312510B2,MOVIX-15,MOVIX 15,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL0413312510A2,MOVIX-7.5,MOVIX 7 5,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL1840403010B1,MOXAM,MOXAM,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL1817627409A1,MOXIBAT,MOXIBAT,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL1718829210A1,MOXIC,MOXIC,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL1718829210B1,MOXIC FORTE,MOXIC FORTE,MELOXICAM,MELOXICAM,nsaid,MELOXICAM,token_substring,curated_rule
DKL1943500217A1,MOXICIN,MOXICIN,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKI2206100246A1,MOXIDROP,MOXIDROP,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1405049449A1,MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1502350349A1,MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1631538549A1,MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1713712549A1,MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1740810209A1,MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1934614646A1,MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1943002709A1,MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1943500117A1,MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL2244405717A1,MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL2435312909A1,MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1702355209A1,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1839203917A1,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1904528149A1,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1933545149A1,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL1933545209A1,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL2219935209A1,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL2303817246A1,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL2309504809A1,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL2506324446A1,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL2540312749A1,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
GKL2640818149A1,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL1439202817A1,MOXIMED,MOXIMED,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL2309504709A1,MOXIMOX,MOXIMOX,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL1904528049A1,MOXIVAR,MOXIVAR,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL1502350249A1,MOXIVID,MOXIVID,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL1702355109A1,MOXIVID,MOXIVID,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKL2419935709A1,MOXOS,MOXOS,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,antibiotik_fluorokuinolon,MOXIFLOXACIN,token_substring,curated_rule
DKI2055900215B1,MYCOPHEN 360,MYCOPHEN 360,MYCOPHENOLATE SODIUM,MYCOPHENOLATE SODIUM,imunosupresan,MYCOPHENOLATE,token_substring,curated_rule
DKI2121001315A1,MYFORTIC,MYFORTIC,MYCOPHENOLATE SODIUM,MYCOPHENOLATE SODIUM,imunosupresan,MYCOPHENOLATE,token_substring,curated_rule
DKI2121001315B1,MYFORTIC,MYFORTIC,MYCOPHENOLATE SODIUM,MYCOPHENOLATE SODIUM,imunosupresan,MYCOPHENOLATE,token_substring,curated_rule
DKI2584401309A1,MYREPT,MYREPT,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,imunosupresan,MYCOPHENOLATE,token_substring,curated_rule
DKL2519936138A1,NACOFLAR,NACOFLAR,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
LKE20055136,NAPROXEN,NAPROXEN,NAPROXEN SODIUM,NAPROXEN SODIUM,nsaid,NAPROXEN,token_substring,curated_rule
DBL9117801110A1,NASPRO,NASPRO,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
DKI1768601614A1,NATEXAM,NATEXAM,INDAPAMIDE. AMLODIPINE BESILATE,INDAPAMIDE AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI1768601614B1,NATEXAM,NATEXAM,INDAPAMIDE. AMLODIPINE BESILATE,INDAPAMIDE AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL0333508553A1,NAZOVEL,NAZOVEL,KETOPROFEN,KETOPROFEN,nsaid,KETOPROFEN,token_substring,curated_rule
DKL2025906404A1,NEMIC 500,NEMIC 500,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL1740000846A1,NEO LEVO,NEO LEVO,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DTL1809610433A1,NEO LINUCID,NEO LINUCID,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL2313029410A1,NEO NAPACIN,NEO NAPACIN,THEOPHYLLINE,THEOPHYLLINE,xantin,THEOPHYLLINE,token_substring,curated_rule
DTL8606302804A1,NEO REMAT,NEO REMAT,IBUPROFEN. PARACETAMOL,IBUPROFEN PARACETAMOL,nsaid,IBUPROFEN,token_substring,curated_rule
DTL1122702410B1,NEO RHEUMACYL,NEO RHEUMACYL,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL2022727710A1,NEO RHEUMACYL 350,NEO RHEUMACYL 350,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL2022727710A1,NEO RHEUMACYL 350,NEO RHEUMACYL 350,PARACETAMOL. IBUPROFEN,PARACETAMOL IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL2122728728A1,NEO RHEUMACYL ANTI INFLAMMATION IBP,NEO RHEUMACYL ANTI INFLAMMATION IBP,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL0322717909A1,NEO RHEUMACYL NEURO,NEO RHEUMACYL NEURO,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL0504424301A1,NEPATIC,NEPATIC,GABAPENTIN,GABAPENTIN,antikonvulsan,GABAPENTIN,token_substring,curated_rule
DKL1831541101A1,NEUFAR,NEUFAR,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKL2511648309A1,NEURALGIN RX,NEURALGIN RX,CAFFEINE,CAFFEINE,xantin,CAFFEINE,token_substring,curated_rule
DKL0615807815A1,NEUROFENAC PLUS,NEUROFENAC PLUS,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKI9590700101B1,NEURONTIN,NEURONTIN,GABAPENTIN,GABAPENTIN,antikonvulsan,GABAPENTIN,token_substring,curated_rule
DKL2522730401A1,NEUROPENTIN,NEUROPENTIN,GABAPENTIN,GABAPENTIN,antikonvulsan,GABAPENTIN,token_substring,curated_rule
DKL1822253701A1,NEUROSANTIN,NEUROSANTIN,GABAPENTIN,GABAPENTIN,antikonvulsan,GABAPENTIN,token_substring,curated_rule
DKL1912430701A1,NEVALIN,NEVALIN,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKL1912430701B1,NEVALIN,NEVALIN,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKL0711637914A1,NEVOX XR,NEVOX XR,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL2211647406A1,NEVOX XR,NEVOX XR,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKL9617807117A1,NICHOFLAM,NICHOFLAM,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL9217802709A1,NICHOSTAN 500,NICHOSTAN 500,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
GKL9005008117A1,NIFEDIPINE,NIFEDIPINE,NIFEDIPINE,NIFEDIPINE,ccb,NIFEDIPINE,token_substring,curated_rule
DKI1435301001A1,NIFTEN,NIFTEN,NIFEDIPINE. ATENOLOL,NIFEDIPINE ATENOLOL,ccb,NIFEDIPINE,token_substring,curated_rule
DKL9117801715A1,NILAREN 50,NILAREN 50,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL0221627017B1,NISLEV,NISLEV,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL0621632349A1,NISLEV,NISLEV,LEVOFLOXACIN HEMIHYDRATE,LEVOFLOXACIN HEMIHYDRATE,antibiotik_fluorokuinolon,LEVOFLOXACIN,token_substring,curated_rule
DKL1633535517A1,NISTROL,NISTROL,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
DKL1633535517B1,NISTROL,NISTROL,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
DKL1633535517C1,NISTROL,NISTROL,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
LKE25335022,NISTROL EKSPOR,NISTROL EKSPOR,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
DTL1913027010A1,NITRASMA,NITRASMA,THEOPHYLLINE,THEOPHYLLINE,xantin,THEOPHYLLINE,token_substring,curated_rule
DKL2019934401A1,NOLEPTIC,NOLEPTIC,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKL1704526201A1,NOMATHIC,NOMATHIC,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKL1704526201B1,NOMATHIC,NOMATHIC,PREGABALIN,PREGABALIN,antikonvulsan,PREGABALIN,token_substring,curated_rule
DKL9409309601B1,NOMIKA 100,NOMIKA 100,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,MINOCYCLINE,token_substring,curated_rule
DKL0203809046A1,NONCORT,NONCORT,DICLOFENAC SODIUM,DICLOFENAC SODIUM,nsaid,DICLOFENAC,token_substring,curated_rule
DKL2544410810A1,NOPRIL,NOPRIL,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,ace_arb,LISINOPRIL,token_substring,curated_rule
DKL2544410810B1,NOPRIL,NOPRIL,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,ace_arb,LISINOPRIL,token_substring,curated_rule
LKE18045034,NORIZEC,NORIZEC,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
LKE15045015,NORIZEC 1,NORIZEC 1,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
LKE20045035,NORIZEC 2,NORIZEC 2,GLIMEPIRIDE,GLIMEPIRIDE,antidiabetes,GLIMEPIRIDE,token_substring,curated_rule
DKI1890701617A1,NORMETEC,NORMETEC,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,ace_arb,OLMESARTAN,token_substring,curated_rule
DKI1890701617A1,NORMETEC,NORMETEC,OLMESARTAN MEDOXOMIL. AMLODIPINE BESILATE,OLMESARTAN MEDOXOMIL AMLODIPINE BESILATE,ace_arb,OLMESARTAN,token_substring,curated_rule
DKI1890701617A1,NORMETEC,NORMETEC,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI1890701617A1,NORMETEC,NORMETEC,OLMESARTAN MEDOXOMIL. AMLODIPINE BESILATE,OLMESARTAN MEDOXOMIL AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI1890701617B1,NORMETEC,NORMETEC,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,ace_arb,OLMESARTAN,token_substring,curated_rule
DKI1890701617B1,NORMETEC,NORMETEC,OLMESARTAN MEDOXOMIL. AMLODIPINE BESILATE,OLMESARTAN MEDOXOMIL AMLODIPINE BESILATE,ace_arb,OLMESARTAN,token_substring,curated_rule
DKI1890701617B1,NORMETEC,NORMETEC,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI1890701617B1,NORMETEC,NORMETEC,OLMESARTAN MEDOXOMIL. AMLODIPINE BESILATE,OLMESARTAN MEDOXOMIL AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI1890701617C1,NORMETEC,NORMETEC,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,ace_arb,OLMESARTAN,token_substring,curated_rule
DKI1890701617C1,NORMETEC,NORMETEC,AMLODIPINE BESILATE. OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE OLMESARTAN MEDOXOMIL,ace_arb,OLMESARTAN,token_substring,curated_rule
DKI1890701617C1,NORMETEC,NORMETEC,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKI1890701617C1,NORMETEC,NORMETEC,AMLODIPINE BESILATE. OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE OLMESARTAN MEDOXOMIL,ccb,AMLODIPINE,token_substring,curated_rule
